Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards,Season,Season_Year
39.0,Jim Chones,26.0,CLE,C,82.0,82.0,33.4,6.9,15.3,0.448,2.1,3.2,0.662,2.4,6.6,9.0,2.0,0.5,1.1,2.9,15.8,MVP-9,1975-76,1976
40.0,Jim McMillian,27.0,BUF,SF,74.0,,35.3,6.6,12.4,0.536,2.5,3.0,0.858,1.8,3.5,5.3,2.8,1.2,0.2,1.9,15.8,,1975-76,1976
41.0,Jimmy Walker,31.0,KCK,SG,73.0,,34.1,6.3,13.0,0.483,3.2,3.7,0.865,0.7,1.8,2.4,2.4,1.2,0.2,2.5,15.7,,1975-76,1976
42.0,Tom Burleson,23.0,SEA,C,82.0,82.0,32.3,6.0,12.6,0.481,3.5,4.7,0.75,3.1,5.9,9.0,2.2,0.9,1.8,3.3,15.6,,1975-76,1976
43.0,Elmore Smith,26.0,MIL,C,78.0,,36.0,6.4,12.3,0.518,2.8,4.5,0.632,2.6,8.9,11.4,1.2,1.0,3.1,3.4,15.6,,1975-76,1976
44.0,Lloyd Neal,25.0,POR,PF,68.0,,34.1,6.4,13.3,0.481,2.7,3.9,0.694,2.1,6.5,8.6,1.7,0.8,1.6,3.7,15.5,,1975-76,1976
45.0,Scott Wedman,23.0,KCK,SF,82.0,82.0,36.2,6.6,14.4,0.456,2.3,3.0,0.78,2.4,5.0,7.4,2.4,1.3,0.4,3.4,15.5,AS,1975-76,1976
46.0,Mickey Johnson,23.0,CHI,PF,81.0,72.0,29.5,5.9,12.8,0.463,3.5,4.4,0.786,3.4,5.9,9.4,1.6,1.1,0.8,3.6,15.3,,1975-76,1976
47.0,Campy Russell,24.0,CLE,SF,82.0,,23.9,5.9,12.2,0.482,3.2,4.2,0.773,1.6,2.6,4.2,1.3,0.8,0.1,2.8,15.0,,1975-76,1976
48.0,Lucius Allen,28.0,LAL,PG,76.0,,31.4,6.1,13.2,0.459,2.6,3.3,0.776,0.8,2.0,2.8,4.7,1.3,0.3,3.2,14.7,,1975-76,1976
49.0,Tom Henderson,24.0,ATL,PG,81.0,,35.8,5.8,14.0,0.413,2.7,3.8,0.708,0.7,2.6,3.3,4.6,1.7,0.1,2.4,14.2,,1975-76,1976
50.0,Steve Mix,28.0,PHI,SF,81.0,63.0,37.5,5.2,10.4,0.499,3.5,4.3,0.818,2.7,5.5,8.2,2.7,2.0,0.4,3.6,13.9,MVP-20,1975-76,1976
51.0,Leonard Gray,24.0,SEA,PF,66.0,,32.4,6.0,12.6,0.474,1.9,2.6,0.746,1.7,4.4,6.0,3.1,1.1,0.5,3.9,13.8,,1975-76,1976
52.0,Billy Cunningham,32.0,PHI,SF,20.0,20.0,32.0,5.2,12.6,0.41,3.4,4.4,0.773,1.5,5.9,7.4,5.4,1.2,0.5,2.9,13.7,,1975-76,1976
53.0,Bingo Smith,29.0,CLE,SG,81.0,,28.9,6.1,13.8,0.442,1.4,1.7,0.816,1.0,3.2,4.2,1.9,0.7,0.4,2.9,13.6,,1975-76,1976
54.0,Curtis Perry,27.0,PHO,PF,71.0,,33.1,5.4,10.9,0.497,2.5,3.4,0.732,2.8,6.9,9.6,2.6,1.2,0.9,3.8,13.3,,1975-76,1976
55.0,Eric Money,20.0,DET,PG,80.0,,28.3,5.6,11.8,0.474,1.8,2.3,0.806,1.0,1.6,2.6,4.2,1.7,0.1,3.0,13.0,,1975-76,1976
56.0,Slick Watts,24.0,SEA,PG,82.0,82.0,33.9,5.3,12.4,0.427,2.4,4.2,0.578,1.4,3.1,4.5,8.1,3.2,0.2,3.3,13.0,,1975-76,1976
57.0,Kevin Kunnert,24.0,HOU,C,80.0,,29.2,5.8,11.9,0.487,1.3,2.0,0.654,3.3,6.5,9.8,1.9,0.7,1.3,3.9,12.9,,1975-76,1976
58.0,Dick Van Arsdale,32.0,PHO,SG,58.0,,32.2,4.8,9.8,0.484,3.4,4.1,0.83,0.7,1.7,2.4,2.4,0.9,0.2,1.9,12.9,,1975-76,1976
59.0,Sam Lacey,27.0,KCK,C,81.0,,38.1,5.0,12.6,0.401,2.7,3.5,0.759,2.7,10.0,12.6,4.7,1.6,1.7,3.5,12.8,,1975-76,1976
60.0,Nate Williams,25.0,NOJ,SF,81.0,,23.9,5.2,11.7,0.444,2.4,3.0,0.824,1.7,2.8,4.4,1.3,1.3,0.2,3.1,12.8,,1975-76,1976
61.0,Kevin Porter,25.0,DET,PG,19.0,,36.2,5.2,12.4,0.421,2.2,2.9,0.75,0.7,1.6,2.3,10.2,1.8,0.2,4.4,12.6,,1975-76,1976
62.0,Dick Snyder,31.0,CLE,SG,82.0,82.0,27.7,5.4,10.7,0.501,1.9,2.3,0.824,0.6,1.8,2.4,2.7,0.7,0.4,2.6,12.6,,1975-76,1976
63.0,Norm Van Lier,28.0,CHI,PG,76.0,72.0,39.8,4.8,13.0,0.366,3.1,4.2,0.737,1.8,3.6,5.4,6.6,2.0,0.3,3.9,12.6,"MVP-24,AS",1975-76,1976
64.0,Louie Nelson,24.0,NOJ,SG,66.0,,30.8,5.0,11.4,0.433,2.6,3.5,0.735,1.2,1.8,3.1,2.6,1.2,0.1,2.2,12.5,,1975-76,1976
65.0,Jim Cleamons,26.0,CLE,PG,82.0,82.0,34.6,5.0,10.8,0.466,2.1,2.7,0.798,1.5,2.8,4.3,5.2,1.5,0.2,2.6,12.2,,1975-76,1976
66.0,Cazzie Russell,31.0,LAL,SF,74.0,,22.0,5.0,10.8,0.463,1.8,2.0,0.892,0.7,1.8,2.5,1.6,0.7,0.0,1.6,11.8,,1975-76,1976
67.0,Bruce Seals,22.0,SEA,SF,81.0,,30.1,4.8,11.0,0.436,2.2,3.3,0.678,1.9,4.3,6.3,1.5,0.8,0.5,3.9,11.8,,1975-76,1976
68.0,John Shumate,23.0,2TM,PF,75.0,,26.3,4.4,7.9,0.561,2.8,4.3,0.65,1.9,5.5,7.4,1.7,1.1,0.5,2.1,11.7,ROY-5,1975-76,1976
69.0,John Shumate,23.0,PHO,PF,43.0,,21.6,4.3,7.9,0.55,2.7,4.3,0.628,1.4,4.2,5.6,1.4,1.0,0.4,1.8,11.3,,1975-76,1976
70.0,John Shumate,23.0,BUF,PF,32.0,,32.7,4.6,7.9,0.575,3.0,4.5,0.678,2.6,7.3,9.8,2.0,1.2,0.6,2.6,12.2,,1975-76,1976
71.0,Jim Price,26.0,MIL,PG,80.0,,31.6,5.0,12.0,0.415,1.8,2.1,0.849,0.9,2.3,3.3,4.9,1.9,0.4,3.3,11.7,,1975-76,1976
72.0,Gus Williams,22.0,GSW,PG,77.0,,22.4,4.7,11.1,0.428,2.2,3.0,0.742,0.8,1.3,2.1,3.1,1.8,0.3,1.9,11.7,ROY-2,1975-76,1976
73.0,Ron Behagen,25.0,NOJ,PF,66.0,,26.3,4.7,10.5,0.446,2.2,2.7,0.804,2.9,5.5,8.4,2.1,1.0,0.4,3.4,11.5,,1975-76,1976
74.0,Jim Brewer,24.0,CLE,PF,82.0,82.0,35.5,4.9,10.7,0.458,1.7,2.6,0.654,3.6,7.2,10.9,2.5,1.1,1.1,2.6,11.5,,1975-76,1976
75.0,Truck Robinson,24.0,WSB,PF,82.0,,25.1,4.3,9.5,0.454,2.6,3.8,0.672,1.7,5.1,6.8,1.4,0.5,1.3,2.9,11.2,MVP-24,1975-76,1976
76.0,Bill Bradley,32.0,NYK,SF,82.0,82.0,33.0,4.8,11.0,0.433,1.6,1.8,0.878,0.6,2.3,2.9,3.0,0.8,0.2,3.1,11.1,,1975-76,1976
77.0,Ed Ratleff,25.0,HOU,SF,72.0,,33.3,4.4,9.0,0.485,2.3,2.9,0.816,1.5,3.8,5.3,3.6,1.6,0.5,3.3,11.1,,1975-76,1976
78.0,Gar Heard,27.0,2TM,PF,86.0,,31.9,4.6,10.5,0.435,1.8,2.9,0.637,2.9,7.2,10.1,2.2,1.4,1.1,3.5,11.0,,1975-76,1976
79.0,Gar Heard,27.0,BUF,PF,50.0,,30.5,4.1,9.8,0.421,1.6,2.7,0.607,2.8,7.5,10.2,2.5,1.3,1.1,3.7,9.9,,1975-76,1976
80.0,Gar Heard,27.0,PHO,PF,36.0,,33.9,5.1,11.4,0.452,2.1,3.1,0.673,3.0,6.9,9.9,1.8,1.4,1.1,3.3,12.4,,1975-76,1976
81.0,Tom Van Arsdale,32.0,ATL,SF,75.0,,27.0,4.6,10.5,0.441,1.7,2.2,0.759,0.5,2.0,2.5,1.9,0.8,0.1,2.7,10.9,,1975-76,1976
82.0,Donnie Freeman,31.0,LAL,SG,64.0,,23.1,4.1,9.5,0.434,2.5,3.1,0.819,1.1,1.7,2.8,2.7,0.9,0.2,2.5,10.8,,1975-76,1976
83.0,Lionel Hollins,22.0,POR,PG,74.0,,25.6,4.2,10.0,0.421,2.4,3.3,0.721,0.5,1.8,2.4,4.1,1.8,0.4,3.2,10.8,ROY-4,1975-76,1976
84.0,Jack Marin,31.0,2TM,SF,79.0,13.0,24.2,4.3,10.3,0.422,2.0,2.4,0.856,0.9,2.3,3.2,1.8,0.6,0.1,2.1,10.7,,1975-76,1976
85.0,Jack Marin,31.0,BUF,SF,12.0,,23.2,3.4,7.8,0.436,2.3,2.8,0.818,0.8,2.5,3.3,1.9,0.6,0.5,2.5,9.1,,1975-76,1976
86.0,Jack Marin,31.0,CHI,SF,67.0,13.0,24.3,4.5,10.7,0.421,2.0,2.3,0.865,0.9,2.3,3.2,1.8,0.6,0.1,2.0,11.0,,1975-76,1976
87.0,John Mengelt,26.0,DET,SG,67.0,,16.5,3.9,8.1,0.489,2.9,3.5,0.81,0.4,1.3,1.7,1.6,0.6,0.1,2.1,10.7,,1975-76,1976
88.0,Paul Silas,32.0,BOS,PF,81.0,,32.9,3.9,9.1,0.426,2.9,4.1,0.709,4.5,8.1,12.7,2.5,0.7,0.4,2.8,10.7,MVP-14,1975-76,1976
89.0,Joe Meriweather,22.0,HOU,C,81.0,,25.2,4.2,8.4,0.494,1.9,3.0,0.644,2.0,4.4,6.4,1.0,0.4,1.5,2.7,10.2,,1975-76,1976
90.0,Austin Carr,27.0,CLE,SG,65.0,,19.7,4.2,9.6,0.442,1.6,2.1,0.791,1.0,1.0,2.0,1.9,0.6,0.0,1.4,10.1,,1975-76,1976
91.0,Ken Charles,24.0,BUF,SG,81.0,,27.7,4.0,8.9,0.456,2.0,2.5,0.785,0.7,2.0,2.7,2.5,1.5,0.6,3.2,10.1,,1975-76,1976
92.0,Keith Erickson,31.0,PHO,SF,74.0,,25.0,4.1,8.8,0.47,1.8,2.1,0.854,1.4,3.1,4.5,2.5,1.1,0.1,2.6,10.1,,1975-76,1976
93.0,Ollie Johnson,26.0,KCK,SF,81.0,,26.5,4.3,8.4,0.513,1.5,1.8,0.839,1.4,3.0,4.4,1.8,0.8,0.5,2.7,10.1,,1975-76,1976
94.0,Dwight Jones,23.0,ATL,C,66.0,,26.7,3.8,8.2,0.463,2.5,3.3,0.744,2.6,5.3,7.9,1.3,0.8,0.9,3.2,10.1,,1975-76,1976
95.0,Jerry Sloan,33.0,CHI,SG,22.0,20.0,28.0,3.8,9.5,0.4,2.5,3.5,0.705,1.8,3.5,5.3,1.0,1.2,0.2,3.5,10.1,,1975-76,1976
96.0,John Johnson,28.0,2TM,SF,76.0,,22.3,4.2,9.2,0.453,1.6,2.0,0.774,1.2,3.1,4.4,2.9,0.8,0.5,2.6,9.9,,1975-76,1976
97.0,John Johnson,28.0,POR,SF,9.0,,23.6,4.6,9.8,0.466,2.6,3.0,0.852,1.4,3.0,4.4,2.2,0.8,0.9,3.4,11.7,,1975-76,1976
98.0,John Johnson,28.0,HOU,SF,67.0,,22.2,4.1,9.1,0.452,1.4,1.9,0.758,1.2,3.1,4.4,2.9,0.7,0.4,2.4,9.7,,1975-76,1976
99.0,Larry Steele,26.0,POR,SG,81.0,,29.4,4.0,8.0,0.495,1.9,2.5,0.759,1.0,2.7,3.6,4.0,2.1,0.2,3.6,9.9,,1975-76,1976
100.0,Larry McNeill,25.0,KCK,PF,82.0,,19.7,3.6,7.4,0.484,2.5,3.3,0.758,1.9,4.3,6.2,0.9,0.6,0.4,3.0,9.7,,1975-76,1976
101.0,Don Ford,23.0,LAL,SF,76.0,,24.2,4.1,9.3,0.438,1.4,1.8,0.748,1.6,2.8,4.4,1.5,0.7,0.2,2.4,9.6,,1975-76,1976
102.0,Wes Unseld,29.0,WSB,C,78.0,,37.5,4.1,7.3,0.561,1.5,2.5,0.585,3.5,9.8,13.3,5.2,1.1,0.8,2.6,9.6,MVP-11,1975-76,1976
103.0,Henry Bibby,26.0,NOJ,PG,79.0,,22.4,3.4,7.9,0.428,2.5,3.2,0.797,0.7,1.5,2.3,2.8,0.8,0.0,2.1,9.3,,1975-76,1976
104.0,Al Eberhard,23.0,DET,SF,81.0,,25.5,3.5,8.4,0.414,2.4,2.8,0.834,1.7,3.1,4.8,1.0,1.1,0.2,3.1,9.3,,1975-76,1976
105.0,John Gianelli,25.0,NYK,C,82.0,51.0,28.4,4.0,8.4,0.473,1.4,2.0,0.713,2.3,4.5,6.7,1.4,0.3,0.8,2.4,9.3,,1975-76,1976
106.0,Charles Johnson,26.0,GSW,PG,81.0,,19.1,4.2,9.0,0.467,0.7,1.0,0.759,1.0,1.5,2.5,1.5,1.2,0.1,2.2,9.2,,1975-76,1976
107.0,John Laskowski,22.0,CHI,SG,71.0,40.0,22.1,4.0,9.7,0.412,1.2,1.7,0.725,0.7,2.4,3.1,0.8,0.8,0.1,1.3,9.2,,1975-76,1976
108.0,Ricky Sobers,23.0,PHO,SG,78.0,,24.3,3.6,8.0,0.449,2.0,2.5,0.823,1.0,2.3,3.3,2.8,1.4,0.1,3.2,9.2,,1975-76,1976
109.0,Bud Stallworth,26.0,NOJ,SF,56.0,,18.8,3.8,8.6,0.437,1.5,2.2,0.685,0.8,1.8,2.6,0.9,0.5,0.3,2.4,9.1,,1975-76,1976
110.0,Aaron James,23.0,NOJ,SF,75.0,,17.9,3.5,7.9,0.441,2.0,2.7,0.75,1.2,2.1,3.3,0.8,0.4,0.1,2.3,9.0,,1975-76,1976
111.0,Otto Moore,29.0,NOJ,C,81.0,,29.7,3.6,8.3,0.436,1.8,2.8,0.637,2.0,7.8,9.8,2.7,1.0,1.7,3.1,9.0,,1975-76,1976
112.0,Howard Porter,27.0,DET,SF,75.0,,19.8,4.0,8.5,0.469,1.0,1.3,0.753,1.1,2.9,3.9,0.3,0.4,0.5,1.8,8.9,,1975-76,1976
113.0,Tom Boerwinkle,30.0,CHI,C,74.0,60.0,27.6,3.6,7.2,0.5,1.6,2.4,0.667,3.6,7.1,10.7,3.8,0.6,0.7,3.6,8.8,,1975-76,1976
114.0,Junior Bridgeman,22.0,MIL,SF,81.0,,20.3,3.5,8.0,0.439,1.6,2.0,0.795,1.4,2.2,3.6,1.9,0.6,0.3,2.9,8.6,,1975-76,1976
115.0,Mike Sojourner,22.0,ATL,C,67.0,,23.9,3.7,7.8,0.473,1.2,1.8,0.672,1.9,4.8,6.7,0.9,0.6,0.6,2.6,8.6,,1975-76,1976
116.0,Herm Gilliam,29.0,SEA,SG,81.0,,20.3,3.7,8.3,0.442,1.1,1.4,0.776,0.7,2.0,2.7,2.5,1.0,0.1,1.7,8.5,,1975-76,1976
117.0,Gary Brokaw,22.0,MIL,SG,75.0,,19.6,3.2,6.9,0.457,2.1,3.0,0.7,0.3,1.3,1.7,3.3,0.5,0.2,1.8,8.4,,1975-76,1976
118.0,Chris Ford,27.0,DET,SG,82.0,,26.8,3.7,8.6,0.426,1.0,1.4,0.722,1.0,2.6,3.5,3.3,2.2,0.3,2.7,8.4,,1975-76,1976
119.0,Mike Riordan,30.0,WSB,SF,78.0,,24.9,3.7,8.5,0.44,0.9,1.2,0.74,0.6,1.8,2.4,1.6,0.7,0.2,2.6,8.4,,1975-76,1976
120.0,World B. Free,22.0,PHI,SG,71.0,5.0,15.8,3.4,7.5,0.448,1.6,2.6,0.602,0.9,0.9,1.8,1.5,0.5,0.1,1.5,8.3,ROY-3,1975-76,1976
121.0,Nick Weatherspoon,25.0,WSB,SF,64.0,,16.9,3.4,7.2,0.476,1.5,2.1,0.701,1.3,3.0,4.3,0.9,0.7,0.3,2.7,8.3,,1975-76,1976
122.0,Connie Hawkins,33.0,ATL,PF,74.0,,25.8,3.2,7.2,0.447,1.8,2.6,0.712,1.4,4.6,6.0,2.9,1.1,0.6,2.3,8.2,,1975-76,1976
123.0,George Trapp,27.0,DET,PF,76.0,,14.4,3.7,7.9,0.462,0.8,1.2,0.716,1.0,2.0,3.0,0.7,0.4,0.3,2.2,8.1,,1975-76,1976
124.0,Butch Beard,28.0,2TM,PG,75.0,28.0,22.7,3.0,6.6,0.46,1.9,2.6,0.75,1.4,2.8,4.1,2.9,1.1,0.1,2.9,8.0,,1975-76,1976
125.0,Butch Beard,28.0,CLE,PG,15.0,,17.0,2.3,6.0,0.389,1.8,2.5,0.73,0.9,1.9,2.9,3.0,0.7,0.1,2.4,6.5,,1975-76,1976
126.0,Butch Beard,28.0,NYK,PG,60.0,28.0,24.2,3.2,6.8,0.475,2.0,2.6,0.755,1.5,3.0,4.5,2.9,1.2,0.1,3.0,8.4,,1975-76,1976
127.0,Bill Robinzine,23.0,KCK,PF,75.0,,17.7,3.1,6.7,0.459,1.9,2.6,0.732,1.7,3.0,4.7,0.8,1.1,0.1,3.9,8.0,,1975-76,1976
128.0,Mike Bantom,24.0,2TM,SF,73.0,,21.5,3.0,6.5,0.462,1.9,2.7,0.683,1.9,3.4,5.4,1.4,0.4,0.4,3.0,7.9,,1975-76,1976
129.0,Mike Bantom,24.0,PHO,SF,7.0,,9.7,1.1,3.7,0.308,0.7,0.7,1.0,1.0,2.3,3.3,0.4,0.3,0.3,1.9,3.0,,1975-76,1976
130.0,Mike Bantom,24.0,SEA,SF,66.0,,22.8,3.2,6.8,0.471,2.0,2.9,0.675,2.0,3.6,5.6,1.5,0.4,0.4,3.2,8.4,,1975-76,1976
131.0,John Brown,24.0,ATL,PF,75.0,,23.4,2.9,6.5,0.442,2.2,2.8,0.775,1.9,3.4,5.4,1.7,0.6,0.2,3.1,7.9,,1975-76,1976
132.0,Archie Clark,34.0,DET,SG,79.0,,20.1,3.2,7.3,0.433,1.3,1.5,0.862,0.3,1.4,1.7,2.8,0.8,0.1,2.0,7.6,,1975-76,1976
133.0,Jim McElroy,22.0,NOJ,PG,51.0,,22.2,3.0,5.8,0.51,1.6,2.2,0.736,0.7,1.5,2.2,2.1,0.9,0.1,1.4,7.5,,1975-76,1976
134.0,Bobby Wilson,25.0,CHI,SG,58.0,10.0,14.8,3.4,8.4,0.403,0.7,1.0,0.741,0.6,1.1,1.6,0.9,0.4,0.0,1.7,7.5,,1975-76,1976
135.0,Joe Bryant,21.0,PHI,PF,75.0,3.0,16.0,3.1,7.4,0.422,1.2,2.0,0.626,1.3,2.4,3.7,0.8,0.6,0.3,2.2,7.4,,1975-76,1976
136.0,Dave Meyers,22.0,MIL,PF,72.0,,22.1,2.8,6.6,0.419,1.9,2.9,0.643,1.7,4.5,6.2,1.4,1.0,0.3,2.0,7.4,,1975-76,1976
137.0,Neal Walk,27.0,NYK,C,82.0,30.0,16.3,3.2,7.4,0.432,1.0,1.2,0.798,1.2,3.5,4.7,1.5,0.3,0.3,2.5,7.4,,1975-76,1976
138.0,E.C. Coleman,25.0,NOJ,PF,67.0,,27.6,3.2,7.1,0.451,0.9,1.3,0.663,1.9,4.4,6.3,1.3,0.8,0.4,3.4,7.3,,1975-76,1976
