Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards,Season,Season_Year
139.0,Cornell Warner,27.0,LAL,PF,81.0,,31.0,3.1,6.5,0.479,1.1,1.6,0.695,2.8,6.2,8.9,1.3,0.7,0.6,3.5,7.3,,1975-76,1976
140.0,Leon Benbow,25.0,CHI,SG,76.0,22.0,20.9,2.9,7.3,0.397,1.4,1.8,0.75,0.9,1.5,2.3,2.1,0.8,0.1,2.4,7.1,,1975-76,1976
141.0,Rich Kelley,22.0,NOJ,C,75.0,,17.9,2.5,5.1,0.485,2.1,2.7,0.776,2.6,4.5,7.0,2.1,0.7,0.8,2.8,7.0,,1975-76,1976
142.0,Willie Norwood,28.0,SEA,SF,64.0,,15.7,2.3,4.7,0.485,2.4,3.2,0.749,1.4,2.2,3.6,0.9,0.7,0.1,2.2,6.9,,1975-76,1976
143.0,Clifford Ray,27.0,GSW,C,82.0,82.0,26.6,2.6,4.9,0.525,1.7,2.8,0.609,3.3,6.2,9.5,1.8,1.0,1.0,3.0,6.9,MVP-16,1975-76,1976
144.0,Bob Gross,22.0,POR,SF,76.0,,19.4,2.8,5.3,0.523,1.3,1.9,0.683,1.8,2.2,4.0,2.1,1.2,0.6,2.4,6.8,,1975-76,1976
145.0,Steve Hawes,25.0,2TM,C,72.0,,19.6,2.8,5.6,0.494,1.2,1.7,0.725,2.4,4.5,6.9,1.6,0.6,0.3,2.3,6.7,,1975-76,1976
146.0,Steve Hawes,25.0,HOU,C,6.0,,8.5,0.8,2.2,0.385,0.0,0.0,,0.8,2.2,3.0,1.7,0.0,0.0,1.0,1.7,,1975-76,1976
147.0,Steve Hawes,25.0,POR,C,66.0,,20.6,2.9,5.9,0.497,1.3,1.8,0.725,2.5,4.7,7.3,1.6,0.7,0.4,2.5,7.2,,1975-76,1976
148.0,Ernie DiGregorio,25.0,BUF,PG,67.0,,20.4,2.7,7.1,0.384,1.3,1.4,0.915,0.2,1.4,1.7,4.0,0.6,0.0,2.4,6.7,,1975-76,1976
149.0,Glenn Hansen,23.0,KCK,SG,66.0,,17.3,2.6,6.4,0.412,1.3,1.8,0.726,1.2,1.7,2.8,1.0,0.7,0.2,2.2,6.5,,1975-76,1976
150.0,Steve Jones,33.0,POR,SG,64.0,,12.8,2.6,5.9,0.442,1.2,1.5,0.83,0.2,1.0,1.2,1.0,0.3,0.1,1.5,6.5,,1975-76,1976
151.0,Derrek Dickey,24.0,GSW,PF,79.0,,15.3,2.8,6.0,0.465,0.8,1.0,0.785,1.4,3.0,4.4,1.1,0.3,0.1,1.8,6.4,,1975-76,1976
152.0,Charles Dudley,25.0,GSW,PG,82.0,,17.8,2.2,4.2,0.528,1.9,3.0,0.641,1.4,1.9,3.3,2.9,0.9,0.0,2.1,6.4,,1975-76,1976
153.0,Clem Haskins,32.0,WSB,SG,55.0,,13.4,2.7,4.9,0.55,1.0,1.2,0.831,0.2,0.8,1.0,1.3,0.4,0.1,1.4,6.4,,1975-76,1976
154.0,Don Nelson,35.0,BOS,SF,75.0,,12.6,2.3,5.1,0.462,1.7,2.1,0.789,0.7,1.7,2.4,1.0,0.2,0.1,1.5,6.4,,1975-76,1976
155.0,Nate Hawthorne,26.0,PHO,SG,79.0,,14.5,2.3,5.4,0.43,1.5,2.2,0.676,1.1,1.6,2.6,0.6,0.4,0.2,1.9,6.1,,1975-76,1976
156.0,Phil Jackson,30.0,NYK,PF,80.0,3.0,18.3,2.3,4.8,0.478,1.4,1.9,0.733,1.0,3.3,4.3,1.3,0.5,0.3,3.4,6.0,,1975-76,1976
157.0,Dean Meminger,27.0,ATL,SG,68.0,,20.9,2.3,5.6,0.409,1.5,2.2,0.658,1.0,1.3,2.2,3.3,0.8,0.1,1.7,6.0,,1975-76,1976
158.0,Kevin Restani,24.0,MIL,PF,82.0,,20.1,2.9,6.0,0.475,0.3,0.5,0.571,1.4,3.2,4.6,1.2,0.4,0.1,1.8,6.0,,1975-76,1976
159.0,Jim Barnett,31.0,NYK,SG,71.0,1.0,14.5,2.3,5.2,0.442,1.3,1.6,0.789,0.7,0.6,1.2,1.3,0.3,0.0,1.2,5.9,,1975-76,1976
160.0,Jimmy Jones,31.0,WSB,PG,64.0,,17.7,2.4,4.8,0.497,1.1,1.5,0.766,0.5,1.5,2.0,1.9,0.5,0.1,2.0,5.9,,1975-76,1976
161.0,Connie Norman,22.0,PHI,SG,65.0,1.0,12.6,2.8,6.5,0.434,0.3,0.4,0.833,0.8,0.8,1.6,1.0,0.4,0.1,1.3,5.9,,1975-76,1976
162.0,Frank Oleynick,20.0,SEA,SG,52.0,,12.5,2.4,6.1,0.402,1.0,1.5,0.688,0.2,0.7,0.9,1.0,0.4,0.1,1.2,5.9,,1975-76,1976
163.0,Lindsay Hairston,24.0,DET,SF,47.0,,13.9,2.2,4.9,0.456,1.4,2.4,0.58,1.4,2.4,3.8,0.4,0.4,0.7,1.8,5.8,,1975-76,1976
164.0,Wilbur Holland,24.0,ATL,SG,33.0,,10.6,2.6,6.5,0.399,0.7,1.0,0.647,0.5,0.8,1.2,0.8,0.6,0.1,1.5,5.8,,1975-76,1976
165.0,Cliff Pondexter,21.0,CHI,PF,75.0,31.0,17.7,2.1,5.1,0.411,1.6,2.4,0.67,1.5,3.6,5.1,1.2,0.4,0.3,1.8,5.8,,1975-76,1976
166.0,Glenn McDonald,23.0,BOS,SF,75.0,,13.6,2.5,6.1,0.419,0.5,0.7,0.714,0.7,1.1,1.8,0.9,0.5,0.3,1.6,5.6,,1975-76,1976
167.0,Corky Calhoun,25.0,LAL,SF,76.0,,23.9,2.3,4.8,0.467,0.9,1.1,0.783,1.5,2.9,4.5,1.1,0.8,0.5,2.8,5.4,,1975-76,1976
168.0,Kevin Stacom,24.0,BOS,SG,77.0,,14.5,2.2,5.0,0.439,0.9,1.2,0.747,0.8,1.3,2.1,1.7,0.3,0.1,1.5,5.3,,1975-76,1976
169.0,Rowland Garrett,25.0,2TM,SF,55.0,4.0,9.8,2.0,4.7,0.419,1.0,1.2,0.815,0.8,1.3,2.1,0.3,0.5,0.1,1.2,4.9,,1975-76,1976
170.0,Rowland Garrett,25.0,CHI,SF,14.0,4.0,23.1,4.1,9.4,0.435,2.7,3.1,0.864,1.9,3.4,5.4,0.5,0.6,0.3,2.3,10.9,,1975-76,1976
171.0,Rowland Garrett,25.0,CLE,SF,41.0,,5.3,1.2,3.1,0.402,0.4,0.5,0.714,0.4,0.6,1.0,0.2,0.4,0.1,0.9,2.9,,1975-76,1976
172.0,Freddie Boyd,25.0,2TM,PG,36.0,0.0,17.1,2.1,4.8,0.433,0.8,1.4,0.569,0.1,0.8,0.9,2.2,0.8,0.2,1.6,4.9,,1975-76,1976
173.0,Freddie Boyd,25.0,PHI,PG,6.0,0.0,5.5,0.3,1.0,0.333,0.2,0.3,0.5,0.0,0.3,0.3,0.3,0.2,0.0,0.8,0.8,,1975-76,1976
174.0,Freddie Boyd,25.0,NOJ,SG,30.0,,19.5,2.4,5.5,0.436,0.9,1.6,0.571,0.1,0.9,1.0,2.6,0.9,0.2,1.8,5.7,,1975-76,1976
175.0,Steve Kuberski,28.0,2TM,C,70.0,,13.8,1.9,4.2,0.464,1.0,1.1,0.899,1.3,2.4,3.7,0.7,0.2,0.2,1.9,4.9,,1975-76,1976
176.0,Steve Kuberski,28.0,BUF,SF,10.0,,8.5,0.7,1.7,0.412,0.3,0.3,1.0,0.4,2.1,2.5,0.3,0.1,0.2,1.0,1.7,,1975-76,1976
177.0,Steve Kuberski,28.0,BOS,C,60.0,,14.7,2.1,4.6,0.467,1.1,1.3,0.895,1.4,2.5,3.9,0.7,0.2,0.2,2.1,5.4,,1975-76,1976
178.0,Dennis Awtrey,27.0,PHO,C,74.0,,18.6,1.9,4.1,0.467,1.0,1.5,0.688,1.3,2.7,4.0,2.1,0.3,0.3,2.1,4.9,,1975-76,1976
179.0,George Johnson,27.0,GSW,C,82.0,,21.3,2.0,4.2,0.484,0.9,1.3,0.673,2.4,5.2,7.6,1.0,0.6,2.1,3.4,4.9,,1975-76,1976
180.0,Ron Williams,31.0,LAL,PG,9.0,,17.6,1.9,4.8,0.395,1.1,1.4,0.769,0.2,1.9,2.1,2.3,0.3,0.0,1.7,4.9,,1975-76,1976
181.0,Leroy Ellis,35.0,PHI,C,29.0,13.0,16.9,2.1,4.6,0.462,0.6,1.0,0.607,1.6,2.6,4.2,0.7,0.6,0.3,2.1,4.8,,1975-76,1976
182.0,Jeff Mullins,33.0,GSW,SG,29.0,,10.7,2.0,4.1,0.483,0.8,1.0,0.793,0.4,0.7,1.1,1.3,0.5,0.0,1.2,4.8,,1975-76,1976
183.0,Pat Riley,30.0,2TM,SG,62.0,,13.1,1.9,4.9,0.389,0.9,1.2,0.714,0.3,0.5,0.8,0.9,0.4,0.1,1.8,4.7,,1975-76,1976
184.0,Pat Riley,30.0,LAL,SG,2.0,,11.5,2.5,6.5,0.385,0.5,1.5,0.333,0.5,1.0,1.5,0.0,0.5,0.5,2.5,5.5,,1975-76,1976
185.0,Pat Riley,30.0,PHO,SG,60.0,,13.2,1.9,4.8,0.389,0.9,1.2,0.73,0.3,0.5,0.8,1.0,0.4,0.1,1.8,4.6,,1975-76,1976
186.0,Dick Gibbs,27.0,BUF,SF,72.0,,12.0,1.8,4.2,0.429,1.1,1.3,0.828,0.6,0.9,1.5,0.7,0.2,0.2,1.8,4.7,,1975-76,1976
187.0,Stu Lantz,29.0,LAL,PG,53.0,,16.1,1.6,3.8,0.417,1.5,1.7,0.899,0.5,1.3,1.9,1.4,0.5,0.1,2.0,4.7,,1975-76,1976
188.0,Tom McMillen,23.0,BUF,C,50.0,,14.2,1.9,4.4,0.432,0.8,1.1,0.759,1.3,2.4,3.7,1.4,0.1,0.1,1.7,4.7,,1975-76,1976
189.0,Bill Willoughby,18.0,ATL,SF,62.0,,14.0,1.8,4.6,0.398,1.1,1.6,0.66,1.7,3.0,4.6,0.5,0.6,0.5,1.4,4.7,,1975-76,1976
190.0,Foots Walker,24.0,CLE,PG,81.0,,15.8,1.8,4.6,0.388,1.0,1.3,0.778,0.7,1.6,2.2,3.6,1.2,0.1,1.7,4.6,,1975-76,1976
191.0,Nate Thurmond,34.0,2TM,C,78.0,0.0,17.9,1.8,4.3,0.421,0.8,1.6,0.504,1.5,3.8,5.3,1.2,0.3,1.3,2.1,4.4,,1975-76,1976
192.0,Nate Thurmond,34.0,CHI,C,13.0,0.0,20.0,1.5,3.5,0.444,0.6,1.4,0.444,1.1,4.4,5.5,2.0,0.3,0.9,1.2,3.7,,1975-76,1976
193.0,Nate Thurmond,34.0,CLE,C,65.0,,17.4,1.9,4.5,0.418,0.8,1.6,0.514,1.6,3.7,5.3,1.0,0.3,1.3,2.2,4.6,,1975-76,1976
194.0,Dan Anderson,25.0,POR,PG,52.0,,11.8,1.7,3.5,0.486,1.0,1.2,0.836,0.3,0.9,1.2,1.6,0.4,0.0,1.1,4.4,,1975-76,1976
195.0,LaRue Martin,25.0,POR,C,63.0,,14.1,1.7,4.8,0.361,0.9,1.2,0.74,1.1,3.9,4.9,1.1,0.1,0.4,2.0,4.4,,1975-76,1976
196.0,Clyde Mayes,22.0,MIL,PF,65.0,,14.6,1.8,3.8,0.46,0.9,1.5,0.577,1.5,2.6,4.0,0.6,0.1,0.6,2.4,4.4,,1975-76,1976
197.0,Tal Skinner,23.0,SEA,SF,72.0,,17.0,1.8,4.0,0.463,0.7,1.1,0.613,1.2,2.4,3.7,0.9,0.7,0.1,1.6,4.3,,1975-76,1976
198.0,Dwight Davis,26.0,GSW,PF,72.0,,12.0,1.5,3.7,0.413,1.1,1.6,0.69,1.2,1.9,3.1,0.6,0.3,0.4,2.0,4.2,,1975-76,1976
199.0,Mel Davis,25.0,NYK,PF,42.0,2.0,9.7,1.8,4.6,0.394,0.5,0.7,0.759,1.0,2.5,3.5,0.7,0.4,0.1,1.3,4.1,,1975-76,1976
200.0,Jon McGlocklin,32.0,MIL,SG,33.0,,10.2,1.9,4.5,0.426,0.3,0.3,0.9,0.1,0.4,0.5,1.2,0.2,0.0,0.5,4.1,,1975-76,1976
201.0,Ron Riley,25.0,HOU,PF,65.0,,16.1,1.8,4.3,0.411,0.6,0.9,0.679,1.4,3.3,4.7,1.2,0.5,0.3,2.1,4.1,,1975-76,1976
202.0,Cliff Meely,28.0,2TM,PF,34.0,,9.2,1.5,3.9,0.394,1.0,1.4,0.688,0.6,2.2,2.9,0.6,0.4,0.2,1.8,4.0,,1975-76,1976
203.0,Cliff Meely,28.0,HOU,PF,14.0,,12.4,2.3,5.8,0.395,0.6,1.1,0.563,0.9,2.9,3.7,0.7,0.6,0.3,2.2,5.2,,1975-76,1976
204.0,Cliff Meely,28.0,LAL,PF,20.0,,7.0,1.0,2.6,0.392,1.2,1.6,0.75,0.5,1.8,2.3,0.5,0.3,0.2,1.5,3.2,,1975-76,1976
205.0,Walt Wesley,31.0,LAL,C,1.0,,7.0,1.0,2.0,0.5,2.0,4.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,,1975-76,1976
206.0,Rod Derline,23.0,SEA,SG,49.0,,6.9,1.5,3.7,0.403,0.9,1.1,0.804,0.2,0.4,0.6,0.5,0.2,0.0,0.4,3.9,,1975-76,1976
207.0,Jim Fox,32.0,MIL,C,70.0,,13.1,1.5,2.9,0.517,0.9,1.1,0.785,1.2,2.2,3.4,0.6,0.4,0.2,1.8,3.9,,1975-76,1976
208.0,Bubbles Hawkins,21.0,GSW,SG,32.0,,4.8,1.7,3.3,0.51,0.6,1.0,0.645,0.5,0.4,0.9,0.5,0.3,0.3,1.0,3.9,,1975-76,1976
209.0,Clyde Lee,31.0,PHI,C,79.0,0.0,18.0,1.6,3.6,0.436,0.8,1.2,0.663,2.1,3.7,5.7,0.7,0.3,0.3,2.4,3.9,,1975-76,1976
210.0,Kevin Grevey,22.0,WSB,SF,56.0,,9.0,1.4,3.8,0.371,0.9,1.0,0.897,0.4,0.6,1.1,0.5,0.2,0.1,1.2,3.8,,1975-76,1976
211.0,Earl Williams,24.0,DET,C,46.0,,12.2,1.6,3.3,0.48,0.5,1.0,0.5,2.2,3.2,5.5,0.4,0.5,0.4,1.8,3.7,,1975-76,1976
212.0,Mickey Davis,25.0,MIL,SF,45.0,,9.1,1.2,3.4,0.362,1.1,1.4,0.794,0.6,1.3,1.9,0.8,0.3,0.0,0.8,3.6,,1975-76,1976
213.0,Fred Saunders,24.0,PHO,SF,17.0,,8.6,1.6,3.8,0.438,0.4,0.6,0.545,0.6,1.5,2.2,0.8,0.3,0.1,1.4,3.6,,1975-76,1976
214.0,Jim Ard,27.0,BOS,C,81.0,,10.5,1.3,3.6,0.364,0.9,1.2,0.71,1.2,2.4,3.6,0.6,0.1,0.4,1.7,3.5,,1975-76,1976
215.0,Harvey Catchings,24.0,PHI,C,75.0,68.0,23.1,1.4,3.2,0.426,0.8,1.3,0.604,2.5,4.4,6.9,0.8,0.3,2.2,3.5,3.5,,1975-76,1976
216.0,Barry Clemens,32.0,POR,SF,49.0,,9.0,1.4,2.9,0.49,0.6,0.7,0.886,0.6,0.9,1.4,0.7,0.6,0.1,1.2,3.5,,1975-76,1976
217.0,Kermit Washington,24.0,LAL,PF,36.0,,13.7,1.1,2.5,0.433,1.3,1.8,0.682,1.4,3.2,4.6,0.6,0.3,0.7,2.1,3.4,,1975-76,1976
218.0,Dave Wohl,26.0,HOU,PG,50.0,,14.0,1.3,3.3,0.405,0.8,1.0,0.776,0.2,0.9,1.1,2.2,0.5,0.0,2.2,3.4,,1975-76,1976
219.0,Lee Winfield,28.0,KCK,PG,22.0,,9.7,1.5,3.0,0.485,0.4,0.6,0.643,0.4,0.7,1.1,0.9,0.5,0.3,0.6,3.3,,1975-76,1976
220.0,Wali Jones,33.0,2TM,PG,17.0,1.0,10.4,1.4,2.9,0.469,0.5,0.8,0.692,0.0,0.5,0.5,1.9,0.4,0.0,1.6,3.2,,1975-76,1976
221.0,Wali Jones,33.0,DET,PG,1.0,,19.0,4.0,11.0,0.364,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,2.0,8.0,,1975-76,1976
222.0,Wali Jones,33.0,PHI,PG,16.0,1.0,9.8,1.2,2.4,0.5,0.6,0.8,0.692,0.0,0.6,0.6,1.9,0.3,0.0,1.6,2.9,,1975-76,1976
223.0,Zaid Abdul-Aziz,29.0,SEA,C,27.0,,8.3,1.3,2.8,0.467,0.6,1.1,0.552,1.1,1.7,2.8,0.6,0.3,0.6,1.1,3.2,,1975-76,1976
224.0,Bob Weiss,33.0,BUF,PG,66.0,,15.1,1.3,2.8,0.486,0.5,0.7,0.729,0.2,0.8,1.0,2.3,0.7,0.2,1.4,3.2,,1975-76,1976
225.0,Rudy White,22.0,HOU,SG,32.0,,8.9,1.3,3.2,0.412,0.6,0.8,0.72,0.4,0.8,1.2,0.9,0.6,0.2,1.0,3.2,,1975-76,1976
226.0,Harthorne Wingo,28.0,NYK,PF,57.0,0.0,9.4,1.3,2.9,0.442,0.7,1.1,0.667,0.8,1.1,1.9,0.3,0.3,0.1,1.0,3.2,,1975-76,1976
227.0,Steve Patterson,27.0,2TM,C,66.0,1.0,13.9,1.3,3.3,0.382,0.5,0.8,0.63,1.2,2.2,3.5,1.2,0.2,0.2,1.4,3.1,,1975-76,1976
228.0,Steve Patterson,27.0,CLE,C,14.0,,9.7,1.1,2.7,0.395,0.6,0.7,0.8,0.5,1.5,2.0,0.6,0.2,0.4,0.8,2.7,,1975-76,1976
229.0,Steve Patterson,27.0,CHI,C,52.0,1.0,15.0,1.3,3.5,0.379,0.5,0.8,0.591,1.4,2.4,3.8,1.4,0.3,0.2,1.6,3.2,,1975-76,1976
230.0,Don Adams,28.0,BUF,SF,56.0,,12.6,1.2,3.0,0.394,0.7,1.0,0.702,0.7,1.9,2.6,1.3,0.5,0.1,2.3,3.1,,1975-76,1976
231.0,Mel Counts,34.0,NOJ,C,30.0,,10.6,1.2,3.0,0.407,0.5,0.7,0.762,0.9,2.4,3.3,1.3,0.5,0.3,2.5,3.0,,1975-76,1976
232.0,Matt Guokas,31.0,2TM,SG,56.0,0.0,14.2,1.3,3.1,0.422,0.3,0.5,0.667,0.4,0.7,1.1,1.3,0.3,0.1,1.4,2.9,,1975-76,1976
233.0,Matt Guokas,31.0,CHI,SG,18.0,0.0,15.4,2.0,4.1,0.486,0.5,0.6,0.818,0.2,0.7,0.9,1.6,0.3,0.1,1.3,4.5,,1975-76,1976
234.0,Matt Guokas,31.0,KCK,SG,38.0,,13.6,1.0,2.6,0.374,0.2,0.4,0.563,0.5,0.8,1.2,1.1,0.3,0.1,1.4,2.2,,1975-76,1976
235.0,Jerome Anderson,22.0,BOS,SG,22.0,,5.7,1.1,2.0,0.556,0.5,0.7,0.688,0.2,0.4,0.6,0.3,0.1,0.1,1.1,2.8,,1975-76,1976
236.0,Dennis DuVal,23.0,ATL,PG,13.0,,10.0,1.2,3.3,0.349,0.5,0.7,0.667,0.1,0.5,0.6,1.5,0.5,0.2,1.2,2.8,,1975-76,1976
237.0,John Hummer,27.0,SEA,PF,29.0,,12.6,1.1,2.3,0.478,0.6,1.4,0.415,0.7,1.9,2.7,0.9,0.2,0.3,2.4,2.8,,1975-76,1976
238.0,Ken Mayfield,27.0,NYK,SG,13.0,0.0,4.9,1.3,3.5,0.37,0.2,0.2,1.0,0.1,0.5,0.6,0.3,0.0,0.0,1.4,2.8,,1975-76,1976
239.0,Terry Thomas,22.0,DET,PF,28.0,,4.9,1.0,2.3,0.431,0.8,1.0,0.724,0.5,0.8,1.3,0.1,0.1,0.1,0.8,2.8,,1975-76,1976
240.0,Tom Boswell,22.0,BOS,PF,35.0,,7.9,1.2,2.7,0.441,0.4,0.7,0.583,0.7,1.3,2.0,0.5,0.1,0.0,2.0,2.7,,1975-76,1976
241.0,Al Carlson,24.0,SEA,C,28.0,,10.0,1.0,2.8,0.342,0.6,1.0,0.621,1.1,1.5,2.6,0.5,0.3,0.4,1.4,2.6,,1975-76,1976
242.0,Jim McDaniels,27.0,LAL,C,35.0,,6.9,1.2,2.9,0.402,0.3,0.3,1.0,0.7,1.4,2.1,0.4,0.1,0.3,1.1,2.6,,1975-76,1976
243.0,Eric Fernsten,22.0,2TM,C,37.0,0.0,7.2,0.9,2.3,0.384,0.7,1.0,0.703,0.7,1.2,1.9,0.5,0.2,0.4,0.6,2.5,,1975-76,1976
244.0,Eric Fernsten,22.0,CLE,C,4.0,,2.3,0.0,0.5,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,,1975-76,1976
245.0,Eric Fernsten,22.0,CHI,C,33.0,0.0,7.8,1.0,2.5,0.393,0.8,1.1,0.703,0.8,1.3,2.1,0.6,0.2,0.4,0.6,2.8,,1975-76,1976
246.0,Gene Short,22.0,2TM,SF,34.0,0.0,6.5,0.9,2.7,0.352,0.6,0.9,0.625,0.6,0.9,1.4,0.3,0.2,0.1,1.1,2.5,,1975-76,1976
247.0,Gene Short,22.0,SEA,SF,7.0,,5.3,0.9,1.6,0.545,0.1,0.3,0.5,0.3,0.7,1.0,0.3,0.0,0.0,0.7,1.9,,1975-76,1976
248.0,Gene Short,22.0,NYK,SF,27.0,0.0,6.9,1.0,3.0,0.325,0.7,1.1,0.633,0.6,0.9,1.5,0.3,0.3,0.1,1.1,2.6,,1975-76,1976
249.0,Roger Brown,25.0,DET,C,29.0,,15.7,1.0,2.5,0.403,0.5,0.6,0.778,1.6,2.9,4.5,0.4,0.2,0.9,2.6,2.5,AS,1975-76,1976
250.0,Rick Roberson,28.0,KCK,C,74.0,,9.6,1.0,2.4,0.406,0.6,1.4,0.408,1.0,2.1,3.1,0.7,0.2,0.2,1.7,2.5,,1975-76,1976
251.0,Dale Schlueter,30.0,BUF,C,71.0,,10.9,0.9,1.7,0.5,0.8,1.1,0.667,0.8,2.3,3.2,1.1,0.2,0.2,2.0,2.5,,1975-76,1976
252.0,Darryl Dawkins,19.0,PHI,C,37.0,1.0,4.5,1.1,2.2,0.5,0.2,0.6,0.333,0.4,0.9,1.3,0.1,0.1,0.2,1.1,2.4,,1975-76,1976
253.0,Gus Bailey,24.0,HOU,SG,30.0,,8.7,0.9,2.6,0.364,0.5,0.9,0.5,0.7,1.0,1.7,1.4,0.5,0.3,1.1,2.3,,1975-76,1976
254.0,John Lambert,23.0,CLE,PF,54.0,,6.2,0.9,2.0,0.445,0.5,0.7,0.676,0.7,1.2,1.9,0.3,0.1,0.2,1.0,2.3,,1975-76,1976
255.0,Len Kosmalski,24.0,KCK,C,9.0,,10.3,0.9,2.2,0.4,0.4,0.8,0.571,1.0,1.8,2.8,1.3,0.3,0.4,1.2,2.2,,1975-76,1976
256.0,Phil Lumpkin,24.0,PHO,PG,34.0,,10.9,0.6,1.9,0.338,0.8,0.9,0.867,0.2,0.5,0.7,1.4,0.4,0.0,0.8,2.1,,1975-76,1976
257.0,John Block,31.0,CHI,PF,2.0,0.0,3.5,1.0,2.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,2.0,,1975-76,1976
258.0,Dennis Bell,24.0,NYK,SF,10.0,0.0,7.6,0.8,2.1,0.381,0.3,0.7,0.429,0.4,1.0,1.4,0.3,0.6,0.1,1.1,1.9,,1975-76,1976
259.0,Bob Bigelow,22.0,KCK,SF,31.0,,5.3,0.5,1.5,0.34,0.8,1.1,0.727,0.3,0.6,0.9,0.3,0.1,0.0,0.6,1.8,,1975-76,1976
260.0,Mike D'Antoni,24.0,KCK,SG,9.0,,11.2,0.8,3.0,0.259,0.2,0.2,1.0,0.4,1.1,1.6,1.8,1.1,0.0,2.0,1.8,,1975-76,1976
261.0,Tom Kozelko,24.0,WSB,PF,67.0,,8.7,0.7,1.5,0.485,0.3,0.4,0.633,0.3,0.9,1.2,0.5,0.3,0.1,1.1,1.7,,1975-76,1976
262.0,C.J. Kupec,23.0,LAL,SF,16.0,,3.4,0.6,2.5,0.25,0.4,0.7,0.636,0.3,1.2,1.4,0.3,0.2,0.0,0.4,1.7,,1975-76,1976
263.0,John Wetzel,31.0,PHO,SG,37.0,,6.7,0.6,1.2,0.478,0.5,0.6,0.833,0.2,0.8,1.0,0.5,0.2,0.1,0.8,1.7,,1975-76,1976
264.0,Henry Dickerson,24.0,DET,SG,17.0,,6.6,0.5,1.7,0.31,0.6,0.9,0.625,0.2,0.0,0.2,0.5,0.1,0.1,1.0,1.6,,1975-76,1976
265.0,Ed Searcy,23.0,BOS,SF,4.0,,3.0,0.5,1.5,0.333,0.5,0.5,1.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,1.5,,1975-76,1976
266.0,Luke Witte,25.0,CLE,C,22.0,,4.5,0.5,1.5,0.344,0.4,0.7,0.6,0.4,1.3,1.7,0.2,0.0,0.0,0.6,1.4,,1975-76,1976
267.0,Jerry Baskerville,24.0,PHI,SF,21.0,0.0,5.0,0.4,1.2,0.308,0.5,0.8,0.625,0.6,0.7,1.3,0.1,0.3,0.2,1.5,1.2,,1975-76,1976
268.0,Greg Lee,24.0,POR,PG,5.0,,7.0,0.4,0.8,0.5,0.4,0.4,1.0,0.0,0.4,0.4,2.2,0.4,0.0,1.2,1.2,,1975-76,1976
269.0,Jim Creighton,25.0,ATL,SF,32.0,,5.4,0.4,1.3,0.279,0.2,0.5,0.438,0.4,1.0,1.4,0.1,0.1,0.3,0.7,1.0,,1975-76,1976
270.0,Larry Fogle,22.0,NYK,SG,2.0,0.0,7.0,0.5,2.5,0.2,0.0,0.0,,0.5,1.0,1.5,0.0,0.5,0.0,2.0,1.0,,1975-76,1976
271.0,Tom Kropp,22.0,WSB,SG,25.0,,2.9,0.3,1.2,0.233,0.2,0.2,0.833,0.2,0.4,0.6,0.3,0.1,0.0,0.8,0.8,,1975-76,1976
272.0,John Roche,26.0,LAL,SG,15.0,,3.5,0.2,0.9,0.214,0.1,0.3,0.5,0.0,0.2,0.2,0.4,0.0,0.0,0.5,0.5,,1975-76,1976
273.0,Greg Smith,29.0,POR,SF,1.0,,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,1975-76,1976
274.0,Jim Washington,32.0,BUF,PF,1.0,,7.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1975-76,1976
,League Average,,,,,,,,,0.458,,,0.751,,,,,,,,,,1975-76,1976
