Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season,Season_Year
1.0,Kevin Durant,21.0,OKC,SF,82.0,82.0,39.5,9.7,20.3,0.476,1.6,4.3,0.365,8.1,16.1,0.506,0.514,9.2,10.2,0.9,1.3,6.3,7.6,2.8,1.4,1.0,3.3,2.1,30.1,"MVP-2,AS,NBA1",2009-10,2010
2.0,LeBron James,25.0,CLE,SF,76.0,76.0,39.0,10.1,20.1,0.503,1.7,5.1,0.333,8.4,15.0,0.56,0.545,7.8,10.2,0.767,0.9,6.4,7.3,8.6,1.6,1.0,3.4,1.6,29.7,"MVP-1,DPOY-4,AS,NBA1",2009-10,2010
3.0,Carmelo Anthony,25.0,DEN,SF,69.0,69.0,38.2,10.0,21.8,0.458,0.9,2.7,0.316,9.1,19.1,0.478,0.478,7.4,8.9,0.83,2.2,4.4,6.6,3.2,1.3,0.4,3.0,3.3,28.2,"MVP-6,AS,NBA2",2009-10,2010
4.0,Kobe Bryant,31.0,LAL,SG,73.0,73.0,38.8,9.8,21.5,0.456,1.4,4.1,0.329,8.5,17.4,0.487,0.488,6.0,7.4,0.811,1.1,4.3,5.4,5.0,1.5,0.3,3.2,2.6,27.0,"MVP-3,DPOY-12,AS,NBA1",2009-10,2010
5.0,Dwyane Wade,28.0,MIA,SG,77.0,77.0,36.3,9.3,19.6,0.476,0.9,3.2,0.3,8.4,16.5,0.509,0.5,6.9,9.1,0.761,1.4,3.5,4.8,6.5,1.8,1.1,3.3,2.4,26.6,"MVP-5,DPOY-10,AS,NBA1",2009-10,2010
6.0,Monta Ellis,24.0,GSW,SG,64.0,64.0,41.4,9.9,22.0,0.449,1.2,3.6,0.338,8.7,18.4,0.47,0.476,4.6,6.1,0.753,0.7,3.3,4.0,5.3,2.2,0.4,3.8,3.0,25.5,,2009-10,2010
7.0,Dirk Nowitzki,31.0,DAL,PF,81.0,80.0,37.5,8.9,18.5,0.481,0.6,1.5,0.421,8.3,17.0,0.487,0.498,6.6,7.2,0.915,1.0,6.7,7.7,2.7,0.9,1.0,1.8,2.6,25.0,"MVP-7,AS,NBA2",2009-10,2010
8.0,Danny Granger,26.0,IND,SF,62.0,62.0,36.7,7.9,18.4,0.428,2.5,7.1,0.361,5.3,11.3,0.471,0.498,5.9,6.9,0.848,1.1,4.4,5.5,2.8,1.5,0.8,2.5,3.0,24.1,,2009-10,2010
9.0,Chris Bosh,25.0,TOR,C,70.0,70.0,36.1,8.6,16.5,0.518,0.1,0.3,0.364,8.5,16.2,0.521,0.522,6.7,8.4,0.797,2.9,7.9,10.8,2.4,0.6,1.0,2.4,2.4,24.0,"MVP-12,AS",2009-10,2010
10.0,Amar'e Stoudemire,27.0,PHO,PF,82.0,82.0,34.6,8.6,15.4,0.557,0.0,0.1,0.167,8.6,15.3,0.559,0.557,5.9,7.7,0.771,2.8,6.1,8.9,1.0,0.6,1.0,2.6,3.4,23.1,"MVP-10,AS,NBA2",2009-10,2010
11.0,Gilbert Arenas,28.0,WAS,PG,32.0,32.0,36.5,7.9,19.3,0.411,2.0,5.7,0.348,5.9,13.6,0.437,0.462,4.8,6.5,0.739,0.5,3.6,4.2,7.2,1.3,0.3,3.7,3.0,22.6,,2009-10,2010
12.0,Brandon Roy,25.0,POR,SG,65.0,65.0,37.2,7.6,16.0,0.473,1.1,3.4,0.33,6.4,12.6,0.512,0.508,5.3,6.8,0.78,1.1,3.3,4.4,4.7,0.9,0.2,2.0,2.1,21.5,"AS,NBA3",2009-10,2010
13.0,Joe Johnson,28.0,ATL,SG,76.0,76.0,38.0,8.4,18.2,0.458,1.7,4.6,0.369,6.7,13.6,0.488,0.505,2.9,3.5,0.818,1.0,3.7,4.6,4.9,1.1,0.1,1.9,1.9,21.3,"MVP-12,AS,NBA3",2009-10,2010
14.0,Zach Randolph,28.0,MEM,PF,81.0,81.0,37.7,8.0,16.5,0.488,0.2,0.6,0.288,7.9,15.9,0.496,0.494,4.5,5.7,0.778,4.1,7.7,11.7,1.8,1.0,0.4,2.1,2.8,20.8,AS,2009-10,2010
15.0,Derrick Rose,21.0,CHI,PG,78.0,78.0,36.8,8.6,17.6,0.489,0.2,0.8,0.267,8.4,16.8,0.5,0.495,3.3,4.3,0.766,0.8,2.9,3.8,6.0,0.7,0.3,2.8,1.2,20.8,AS,2009-10,2010
16.0,Kevin Martin,26.0,2TM,SG,46.0,43.0,35.5,6.3,15.1,0.417,1.5,4.6,0.333,4.8,10.5,0.453,0.468,6.5,7.4,0.876,0.6,2.9,3.6,2.4,1.0,0.1,2.0,2.1,20.6,,2009-10,2010
