Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season,Season_Year
25.0,Truck Robinson,27.0,NOJ,PF,43.0,,41.4,9.2,19.0,0.485,5.7,7.9,0.723,3.2,10.2,13.4,1.7,0.7,1.5,3.3,3.0,24.2,,1978-79,1979
26.0,Truck Robinson,27.0,PHO,PF,26.0,,29.1,6.5,12.8,0.508,3.0,4.7,0.642,2.2,6.5,8.7,1.5,0.7,0.5,3.5,2.9,16.0,,1978-79,1979
27.0,Spencer Haywood,29.0,2TM,PF,68.0,18.0,34.7,8.8,17.7,0.494,3.4,4.3,0.791,2.5,5.3,7.8,1.9,0.6,1.2,2.9,3.5,20.9,,1978-79,1979
28.0,Spencer Haywood,29.0,NYK,PF,34.0,18.0,30.1,7.3,15.0,0.489,3.1,4.3,0.733,1.9,4.1,6.1,1.6,0.3,0.9,2.6,3.2,17.8,,1978-79,1979
29.0,Spencer Haywood,29.0,NOJ,PF,34.0,,39.4,10.2,20.5,0.497,3.6,4.3,0.849,3.1,6.5,9.6,2.1,0.9,1.6,3.3,3.8,24.0,,1978-79,1979
30.0,Randy Smith,30.0,SDC,SG,82.0,82.0,37.9,8.5,18.6,0.455,3.6,4.4,0.813,1.2,2.4,3.6,4.8,2.2,0.1,3.1,2.2,20.5,,1978-79,1979
31.0,Bob Dandridge,31.0,WSB,SF,78.0,,33.7,8.1,16.2,0.499,4.2,5.1,0.825,1.4,4.3,5.7,4.7,0.9,0.7,2.8,3.3,20.4,"MVP-5,AS,NBA2",1978-79,1979
32.0,Maurice Lucas,26.0,POR,PF,69.0,,35.7,8.2,17.5,0.47,3.9,5.0,0.783,2.8,7.6,10.4,3.1,1.0,1.2,3.4,3.7,20.4,AS,1978-79,1979
33.0,Calvin Murphy,30.0,HOU,PG,82.0,,35.9,8.6,17.4,0.496,3.0,3.2,0.928,1.0,1.2,2.1,4.3,1.4,0.1,2.3,3.5,20.2,AS,1978-79,1979
34.0,Phil Smith,26.0,GSW,SG,59.0,,38.8,8.3,16.6,0.501,3.3,4.3,0.761,0.8,2.8,3.6,4.4,1.7,0.4,2.9,2.7,19.9,,1978-79,1979
35.0,Brian Winters,26.0,MIL,SG,79.0,,32.6,8.4,17.0,0.493,3.0,3.5,0.856,0.6,1.6,2.2,4.8,1.1,0.5,3.3,3.1,19.8,,1978-79,1979
36.0,Doug Collins,27.0,PHI,SG,47.0,44.0,33.9,7.6,15.3,0.499,4.3,5.3,0.814,0.8,1.9,2.6,4.1,1.1,0.4,2.8,3.0,19.5,AS,1978-79,1979
37.0,Gus Williams,25.0,SEA,PG,76.0,,29.8,8.0,16.1,0.495,3.2,4.2,0.775,1.5,1.8,3.2,4.0,2.1,0.4,2.5,2.1,19.2,,1978-79,1979
38.0,Cedric Maxwell,23.0,BOS,SF,80.0,,37.1,5.9,10.1,0.584,7.2,9.0,0.802,3.4,6.5,9.9,2.9,1.2,0.9,3.4,3.3,19.0,,1978-79,1979
39.0,Rudy Tomjanovich,30.0,HOU,PF,74.0,,35.7,8.4,16.2,0.517,2.3,3.0,0.76,2.3,5.4,7.7,1.9,0.6,0.2,1.9,2.5,19.0,AS,1978-79,1979
40.0,M.L. Carr,28.0,DET,SF,80.0,,40.1,7.3,14.3,0.514,4.0,5.4,0.743,2.7,4.6,7.4,3.3,2.5,0.6,3.2,3.5,18.7,,1978-79,1979
41.0,Jamaal Wilkes,25.0,LAL,SF,82.0,82.0,35.5,7.6,15.1,0.504,3.3,4.4,0.751,2.0,5.4,7.4,2.8,1.6,0.3,2.7,3.4,18.6,,1978-79,1979
42.0,Tom Owens,29.0,POR,C,82.0,82.0,34.0,7.3,13.4,0.548,3.9,4.9,0.794,3.2,5.8,9.0,3.7,0.7,0.7,3.0,4.0,18.5,,1978-79,1979
43.0,Johnny Davis,23.0,IND,PG,79.0,,37.6,7.2,15.7,0.456,4.0,5.0,0.793,0.9,1.5,2.4,5.7,1.2,0.3,2.7,2.2,18.3,,1978-79,1979
44.0,Scott Wedman,26.0,KCK,SF,73.0,,34.2,7.7,14.4,0.534,3.0,3.7,0.797,1.8,3.4,5.3,2.0,1.0,0.4,1.5,3.3,18.3,,1978-79,1979
45.0,Alvan Adams,24.0,PHO,C,77.0,,30.7,7.4,13.9,0.53,3.0,3.8,0.799,2.9,6.3,9.2,4.7,1.4,0.8,3.6,3.2,17.8,,1978-79,1979
46.0,Adrian Dantley,23.0,LAL,SF,60.0,,29.6,6.2,12.2,0.51,4.9,5.7,0.854,2.2,3.5,5.7,2.3,1.1,0.2,2.6,2.7,17.3,,1978-79,1979
47.0,Ricky Sobers,26.0,IND,SG,81.0,,34.9,6.8,14.7,0.463,3.7,4.2,0.882,1.5,2.3,3.7,5.6,1.7,0.3,3.8,3.9,17.3,,1978-79,1979
48.0,Ray Williams,24.0,NYK,PG,81.0,53.0,29.3,7.1,15.5,0.457,3.1,3.9,0.802,1.3,2.3,3.6,6.2,1.6,0.2,3.5,3.4,17.3,,1978-79,1979
49.0,Robert Parish,25.0,GSW,C,76.0,,31.7,7.3,14.6,0.499,2.6,3.7,0.698,3.5,8.6,12.1,1.5,1.3,2.9,3.1,4.0,17.2,,1978-79,1979
50.0,Norm Nixon,23.0,LAL,PG,82.0,82.0,38.4,7.6,14.0,0.542,1.9,2.5,0.775,0.6,2.2,2.8,9.0,2.5,0.2,2.8,3.0,17.1,,1978-79,1979
51.0,Austin Carr,30.0,CLE,SG,82.0,,33.1,6.7,14.2,0.475,3.6,4.4,0.816,1.9,1.6,3.5,2.6,0.9,0.2,2.1,2.6,17.0,,1978-79,1979
52.0,Dan Issel,30.0,DEN,C,81.0,,33.9,6.6,12.7,0.517,3.9,5.2,0.754,3.0,6.1,9.1,3.1,0.8,0.6,2.1,2.9,17.0,,1978-79,1979
53.0,Jim McElroy,25.0,NOJ,PG,79.0,,34.2,6.8,13.9,0.491,3.3,4.3,0.762,0.8,1.9,2.7,5.7,1.9,0.6,3.0,2.3,16.9,,1978-79,1979
54.0,James Edwards,23.0,IND,C,82.0,82.0,31.0,6.5,13.0,0.501,3.6,5.4,0.676,2.2,6.3,8.5,1.1,0.7,1.3,2.0,4.4,16.7,,1978-79,1979
55.0,Dave Cowens,30.0,BOS,C,68.0,,37.0,7.2,14.9,0.483,2.2,2.8,0.807,2.2,7.4,9.6,3.6,1.1,0.8,2.6,3.9,16.6,,1978-79,1979
56.0,Toby Knight,23.0,NYK,SF,82.0,70.0,32.5,7.4,14.3,0.519,1.8,2.5,0.704,2.5,4.2,6.7,1.5,0.7,0.7,2.0,3.8,16.6,,1978-79,1979
57.0,Reggie Theus,21.0,CHI,PG,82.0,80.0,33.6,6.5,13.6,0.48,3.2,4.2,0.761,1.1,1.7,2.8,5.2,1.1,0.2,3.7,3.3,16.3,ROY-2,1978-79,1979
58.0,John Long,22.0,DET,SG,82.0,,30.5,7.1,15.1,0.469,1.9,2.3,0.826,1.5,1.7,3.2,1.5,1.2,0.2,1.7,2.7,16.1,,1978-79,1979
59.0,John Lucas,25.0,GSW,PG,82.0,82.0,37.7,6.5,14.0,0.462,3.2,3.9,0.822,0.8,2.2,3.0,9.3,1.9,0.1,3.1,2.8,16.1,,1978-79,1979
60.0,Alex English,25.0,IND,SF,81.0,,33.3,7.0,13.6,0.511,2.1,2.8,0.752,3.1,5.0,8.1,3.3,0.9,1.0,2.4,2.6,16.0,,1978-79,1979
61.0,Eddie Johnson,23.0,ATL,SG,78.0,,30.9,6.4,12.6,0.51,3.1,3.7,0.832,0.8,1.3,2.2,4.6,1.6,0.1,2.7,3.1,16.0,,1978-79,1979
62.0,James Silas,29.0,SAS,PG,79.0,,27.5,5.9,11.7,0.505,4.2,5.1,0.831,0.4,1.9,2.3,3.5,1.0,0.3,2.5,2.7,16.0,,1978-79,1979
63.0,Phil Ford,22.0,KCK,PG,79.0,,34.5,5.9,12.7,0.465,4.1,5.1,0.813,0.4,1.9,2.3,8.6,2.2,0.1,4.1,3.1,15.9,"MVP-8,ROY-1,NBA2",1978-79,1979
64.0,Dennis Johnson,24.0,SEA,SG,80.0,,34.0,6.0,13.9,0.434,3.8,4.9,0.781,1.8,2.9,4.7,3.5,1.3,1.2,2.4,2.6,15.9,AS,1978-79,1979
65.0,Rich Kelley,25.0,NOJ,C,80.0,,33.8,5.5,10.9,0.506,4.7,5.7,0.814,3.8,9.0,12.8,3.6,1.6,2.1,3.6,3.9,15.7,,1978-79,1979
66.0,Jack Sikma,23.0,SEA,C,82.0,82.0,36.1,5.8,12.6,0.46,4.0,4.9,0.814,2.8,9.5,12.4,3.2,1.0,0.8,3.1,3.6,15.6,"MVP-7,AS",1978-79,1979
67.0,Junior Bridgeman,25.0,MIL,SG,82.0,,23.9,6.6,13.0,0.506,2.3,2.8,0.829,1.4,2.2,3.6,2.0,1.1,0.5,1.7,2.2,15.5,,1978-79,1979
68.0,Kevin Grevey,25.0,WSB,SF,65.0,,28.6,6.4,14.2,0.453,2.7,3.4,0.772,1.4,2.2,3.6,2.4,0.7,0.2,1.8,2.4,15.5,,1978-79,1979
69.0,Chris Ford,30.0,2TM,SG,81.0,,33.8,6.6,14.1,0.471,2.1,2.8,0.758,1.5,1.9,3.4,4.6,1.4,0.3,2.6,2.6,15.4,,1978-79,1979
70.0,Chris Ford,30.0,DET,SG,3.0,,36.0,4.3,11.7,0.371,2.3,2.7,0.875,3.0,3.0,6.0,1.7,0.3,0.3,3.3,3.0,11.0,,1978-79,1979
71.0,Chris Ford,30.0,BOS,SG,78.0,,33.7,6.7,14.2,0.474,2.1,2.8,0.753,1.5,1.8,3.3,4.7,1.5,0.3,2.6,2.6,15.6,,1978-79,1979
72.0,Mickey Johnson,26.0,CHI,PF,82.0,74.0,31.6,6.0,13.5,0.449,3.3,4.0,0.83,2.4,5.3,7.6,4.6,1.1,0.7,3.8,3.5,15.4,,1978-79,1979
73.0,Kevin Porter,28.0,DET,PG,82.0,82.0,37.4,6.5,13.5,0.481,2.3,3.2,0.722,0.8,1.8,2.5,13.4,1.9,0.1,4.1,3.7,15.4,,1978-79,1979
74.0,Lionel Hollins,25.0,POR,PG,64.0,,30.7,6.3,13.8,0.454,2.7,3.5,0.778,0.5,1.8,2.3,5.1,1.8,0.4,3.5,3.1,15.3,,1978-79,1979
75.0,Dan Roundfield,25.0,ATL,PF,80.0,,31.7,5.8,11.5,0.504,3.8,5.3,0.714,4.1,6.7,10.8,1.6,1.1,2.2,2.6,4.5,15.3,,1978-79,1979
76.0,Sonny Parker,23.0,GSW,SF,79.0,,36.6,6.5,12.9,0.502,2.2,2.8,0.788,2.1,3.5,5.6,3.7,1.8,0.4,2.4,2.4,15.2,,1978-79,1979
77.0,Eric Money,23.0,2TM,PG,70.0,0.0,28.3,6.3,12.8,0.497,2.4,3.4,0.717,1.0,1.3,2.3,4.7,1.2,0.2,3.4,2.9,15.1,,1978-79,1979
78.0,Eric Money,23.0,NJN,PG,47.0,,30.5,6.9,14.4,0.481,2.9,3.9,0.743,1.2,1.5,2.7,5.3,1.6,0.2,3.5,2.8,16.7,,1978-79,1979
79.0,Eric Money,23.0,PHI,PG,23.0,0.0,23.7,5.2,9.4,0.548,1.5,2.3,0.63,0.7,1.0,1.6,3.6,0.6,0.1,3.0,3.0,11.8,,1978-79,1979
80.0,Mike Bantom,27.0,IND,PF,81.0,,31.2,6.0,12.8,0.465,2.8,4.2,0.672,2.8,5.2,8.0,2.8,1.2,0.8,2.4,3.9,14.7,,1978-79,1979
81.0,Mychal Thompson,24.0,POR,C,73.0,,29.4,6.3,12.8,0.49,2.1,3.7,0.572,2.7,5.6,8.3,2.4,0.9,1.8,2.8,3.7,14.7,,1978-79,1979
82.0,Mitch Kupchak,24.0,WSB,PF,66.0,,24.3,5.6,10.4,0.539,3.4,4.5,0.743,2.3,4.2,6.5,1.3,0.3,0.3,1.8,2.1,14.6,,1978-79,1979
83.0,Billy Knight,26.0,2TM,SF,79.0,,26.5,5.6,10.6,0.528,3.2,3.7,0.841,1.2,3.2,4.4,1.9,0.8,0.1,2.8,2.0,14.3,,1978-79,1979
84.0,Billy Knight,26.0,BOS,SF,40.0,,28.0,5.5,10.9,0.502,3.0,3.7,0.808,1.0,3.3,4.3,1.7,0.8,0.1,3.2,2.2,13.9,,1978-79,1979
85.0,Billy Knight,26.0,IND,SF,39.0,,25.0,5.7,10.2,0.556,3.4,3.8,0.873,1.4,3.1,4.5,2.2,0.8,0.1,2.5,1.9,14.7,,1978-79,1979
86.0,Fred Brown,30.0,SEA,PG,77.0,,25.5,5.8,12.4,0.469,2.4,2.7,0.888,0.5,1.7,2.2,3.4,1.5,0.3,2.1,1.8,14.0,,1978-79,1979
87.0,Nick Weatherspoon,28.0,SDC,SF,82.0,,32.2,5.8,12.2,0.48,2.1,2.9,0.739,2.2,3.4,5.5,1.6,1.0,0.5,2.2,3.5,13.8,,1978-79,1979
88.0,Rick Barry,34.0,HOU,SF,80.0,,32.1,5.8,12.5,0.461,2.0,2.1,0.947,0.5,3.0,3.5,6.3,1.2,0.5,2.5,2.4,13.5,,1978-79,1979
89.0,Lonnie Shelton,23.0,SEA,PF,76.0,,28.4,5.9,11.3,0.519,1.7,2.5,0.693,2.4,3.8,6.2,1.4,1.0,1.0,2.5,3.5,13.5,,1978-79,1979
90.0,Jim Chones,29.0,CLE,C,82.0,82.0,34.8,5.8,13.1,0.44,1.9,2.6,0.735,3.2,7.1,10.3,2.2,0.6,1.2,2.3,3.4,13.4,,1978-79,1979
91.0,Bill Robinzine,26.0,KCK,PF,82.0,,26.6,5.6,10.2,0.548,2.2,3.0,0.732,2.7,5.1,7.8,1.3,1.3,0.2,2.2,4.5,13.4,,1978-79,1979
92.0,Ron Brewer,23.0,POR,SG,81.0,,30.3,5.4,10.8,0.494,2.6,3.2,0.82,1.1,1.7,2.8,2.0,1.3,1.0,1.9,2.2,13.3,,1978-79,1979
93.0,Darryl Dawkins,22.0,PHI,C,78.0,12.0,26.1,5.5,10.7,0.517,2.0,3.0,0.672,1.6,6.5,8.1,1.6,0.4,1.8,2.5,3.8,13.1,,1978-79,1979
94.0,Terry Tyler,22.0,DET,PF,82.0,,31.2,5.6,11.5,0.482,1.8,2.7,0.658,2.6,5.3,7.9,1.1,1.3,2.5,1.7,3.1,12.9,,1978-79,1979
95.0,Gail Goodrich,35.0,NOJ,SG,74.0,,28.8,5.2,11.5,0.449,2.4,2.8,0.853,0.9,1.6,2.5,4.8,1.2,0.2,2.5,2.4,12.7,,1978-79,1979
96.0,Wilbur Holland,27.0,CHI,SG,82.0,56.0,30.3,5.4,11.5,0.473,1.7,2.1,0.801,1.0,2.1,3.1,4.0,1.5,0.1,2.3,2.9,12.6,,1978-79,1979
97.0,Jo Jo White,32.0,2TM,PG,76.0,,30.8,5.3,12.0,0.444,1.8,2.1,0.88,0.6,2.1,2.6,4.6,1.1,0.1,2.8,2.3,12.5,,1978-79,1979
98.0,Jo Jo White,32.0,BOS,PG,47.0,,31.0,5.4,12.7,0.428,1.7,1.9,0.888,0.5,2.3,2.7,4.6,1.1,0.1,3.0,2.1,12.5,,1978-79,1979
99.0,Jo Jo White,32.0,GSW,PG,29.0,,30.4,5.1,10.8,0.475,2.1,2.4,0.87,0.7,1.8,2.5,4.6,0.9,0.1,2.4,2.5,12.3,,1978-79,1979
100.0,Eddie Jordan,24.0,NJN,PG,82.0,,27.6,4.9,11.7,0.418,2.6,3.3,0.777,0.9,1.7,2.6,4.5,2.5,0.5,3.0,2.5,12.4,,1978-79,1979
101.0,Kent Benson,24.0,MIL,C,82.0,,26.0,5.0,9.7,0.518,2.2,3.0,0.735,2.3,4.8,7.1,2.5,1.1,1.0,1.9,3.4,12.3,,1978-79,1979
102.0,Earl Monroe,34.0,NYK,SG,64.0,24.0,21.8,5.1,10.9,0.471,2.0,2.4,0.838,0.4,0.8,1.2,3.0,0.8,0.1,1.5,1.9,12.3,,1978-79,1979
103.0,Henry Bibby,29.0,PHI,PG,82.0,38.0,31.0,4.5,10.6,0.423,3.2,4.1,0.794,0.9,2.1,3.0,4.5,0.9,0.1,2.4,2.4,12.2,,1978-79,1979
104.0,Bobby Jones,27.0,PHI,PF,80.0,78.0,28.8,4.7,8.8,0.537,2.6,3.5,0.755,2.5,4.2,6.6,2.5,1.3,1.2,2.1,3.1,12.1,,1978-79,1979
105.0,Terry Furlow,24.0,2TM,SG,78.0,,21.6,5.0,10.3,0.483,2.1,2.5,0.836,1.0,1.2,2.1,2.4,0.7,0.4,1.7,1.6,12.0,,1978-79,1979
106.0,Terry Furlow,24.0,CLE,SG,49.0,,22.7,5.6,11.6,0.483,2.1,2.6,0.824,0.9,1.1,2.0,2.1,0.8,0.3,1.8,1.6,13.3,,1978-79,1979
107.0,Terry Furlow,24.0,ATL,SG,29.0,,19.9,3.9,8.1,0.481,2.1,2.4,0.857,1.1,1.3,2.4,2.8,0.6,0.4,1.6,1.4,9.9,,1978-79,1979
108.0,Charlie Scott,30.0,DEN,PG,79.0,,33.1,5.0,10.8,0.46,2.0,2.7,0.749,0.7,2.0,2.7,5.4,1.0,0.4,3.2,3.6,12.0,,1978-79,1979
109.0,Billy Paultz,30.0,SAS,C,79.0,,26.9,5.1,9.6,0.526,1.4,2.5,0.588,2.1,5.8,7.9,2.3,0.4,1.6,2.0,2.6,11.5,,1978-79,1979
110.0,Leon Douglas,24.0,DET,C,78.0,,28.4,4.4,8.9,0.49,2.7,4.2,0.634,3.2,5.3,8.5,0.9,0.5,0.7,2.4,4.1,11.4,,1978-79,1979
111.0,Bob Wilkerson,24.0,DEN,SF,80.0,,30.3,5.0,10.9,0.456,1.5,2.2,0.688,1.3,3.9,5.2,3.6,1.5,0.3,2.5,2.4,11.4,,1978-79,1979
112.0,Kermit Washington,27.0,SDC,PF,82.0,,33.7,4.3,7.6,0.562,2.8,4.0,0.688,3.6,6.1,9.8,1.5,1.0,1.5,2.3,3.9,11.3,,1978-79,1979
113.0,Marvin Webster,26.0,NYK,C,60.0,55.0,33.8,4.4,9.3,0.473,2.5,4.4,0.573,3.3,7.6,10.9,2.9,0.4,1.9,2.8,3.1,11.3,,1978-79,1979
114.0,Bingo Smith,32.0,CLE,SG,72.0,,22.9,5.0,10.9,0.46,1.2,1.5,0.783,1.1,1.8,2.9,1.7,0.6,0.1,1.0,2.6,11.2,,1978-79,1979
115.0,Tiny Archibald,30.0,BOS,PG,69.0,,24.1,3.8,8.3,0.452,3.5,4.4,0.788,0.4,1.1,1.5,4.7,0.8,0.1,2.9,1.9,11.0,,1978-79,1979
116.0,John Johnson,31.0,SEA,SF,82.0,82.0,29.1,4.3,10.0,0.434,2.3,3.0,0.76,1.5,3.5,5.0,4.4,0.7,0.3,3.1,3.0,11.0,,1978-79,1979
117.0,Tom LaGarde,23.0,SEA,C,23.0,,25.0,4.3,7.9,0.541,2.5,4.1,0.6,2.7,5.6,8.3,1.4,0.3,0.8,2.0,3.3,11.0,,1978-79,1979
118.0,John Mengelt,29.0,CHI,SG,75.0,20.0,22.7,4.5,9.2,0.491,2.0,2.4,0.824,0.3,1.2,1.6,2.5,0.6,0.1,1.6,2.0,11.0,,1978-79,1979
119.0,Robert Reid,23.0,HOU,SF,82.0,,27.5,4.7,9.5,0.492,1.6,2.3,0.704,1.6,4.3,5.9,2.8,0.9,0.6,1.6,3.7,10.9,,1978-79,1979
120.0,Wes Unseld,32.0,WSB,C,77.0,,31.2,4.5,7.8,0.577,2.0,3.1,0.643,3.6,7.2,10.8,4.1,0.9,0.5,2.0,2.6,10.9,,1978-79,1979
121.0,Walt Frazier,33.0,CLE,PG,12.0,,23.3,4.5,10.2,0.443,1.8,2.3,0.778,0.6,1.1,1.7,2.7,1.1,0.2,1.8,1.8,10.8,,1978-79,1979
122.0,Tom Henderson,27.0,WSB,PG,70.0,,29.7,4.3,9.2,0.466,2.2,2.8,0.8,0.7,1.6,2.3,6.0,1.2,0.1,2.1,1.8,10.8,,1978-79,1979
123.0,Mike Mitchell,23.0,CLE,SF,80.0,,19.7,4.5,8.8,0.513,1.6,2.2,0.736,1.6,2.5,4.1,0.8,0.6,0.4,1.3,2.7,10.7,,1978-79,1979
124.0,Swen Nater,29.0,SDC,C,79.0,,25.4,4.5,7.9,0.569,1.7,2.1,0.8,2.8,6.1,8.9,1.8,0.5,0.4,2.2,3.1,10.7,,1978-79,1979
125.0,Tom Boswell,25.0,DEN,PF,79.0,,27.9,4.1,7.6,0.532,2.5,3.6,0.697,3.1,3.7,6.8,3.1,0.6,0.6,2.3,3.3,10.6,,1978-79,1979
126.0,Sam Lacey,30.0,KCK,C,82.0,,32.0,4.3,8.5,0.502,2.0,2.8,0.739,2.2,6.4,8.6,5.2,1.3,1.7,3.0,3.8,10.6,,1978-79,1979
127.0,Purvis Short,21.0,GSW,PF,75.0,,22.7,4.9,10.3,0.479,0.8,1.1,0.671,1.7,2.9,4.6,1.3,0.7,0.2,1.5,3.1,10.6,,1978-79,1979
128.0,Steve Hawes,28.0,ATL,PF,81.0,,27.2,4.6,9.3,0.492,1.3,1.6,0.818,2.3,5.0,7.3,2.3,1.0,0.6,1.8,3.3,10.5,,1978-79,1979
129.0,Rick Robey,23.0,2TM,C,79.0,,22.3,4.1,8.5,0.478,2.2,2.8,0.777,2.1,4.4,6.5,1.7,0.6,0.2,2.1,2.9,10.4,,1978-79,1979
130.0,Rick Robey,23.0,IND,C,43.0,,19.7,3.3,6.9,0.475,2.1,2.8,0.744,1.9,4.0,5.9,1.2,0.6,0.3,2.1,2.6,8.6,,1978-79,1979
131.0,Rick Robey,23.0,BOS,C,36.0,,25.4,5.1,10.5,0.481,2.3,2.9,0.816,2.4,4.8,7.2,2.2,0.6,0.1,2.1,3.4,12.4,,1978-79,1979
132.0,Dave Twardzik,28.0,POR,PG,64.0,,24.5,3.2,6.0,0.533,4.1,4.7,0.873,0.6,1.3,1.9,2.8,1.3,0.1,2.0,2.9,10.4,,1978-79,1979
133.0,Freeman Williams,22.0,SDC,SG,72.0,,16.6,4.7,9.5,0.49,1.1,1.4,0.776,0.7,0.7,1.4,1.2,0.6,0.0,1.4,1.2,10.4,,1978-79,1979
134.0,Ernie Grunfeld,23.0,MIL,SF,82.0,,21.7,4.0,8.1,0.493,2.3,3.1,0.761,1.5,2.9,4.4,2.6,0.7,0.2,1.7,2.7,10.3,,1978-79,1979
