Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season,Season_Year
135.0,Armond Hill,25.0,ATL,PG,82.0,82.0,30.8,3.6,8.3,0.434,3.0,3.5,0.854,0.5,1.5,2.0,5.9,1.2,0.2,2.5,3.6,10.2,,1978-79,1979
136.0,Mike Newlin,30.0,HOU,SG,76.0,,24.1,3.7,7.6,0.487,2.8,3.2,0.872,0.7,1.6,2.2,3.8,0.7,0.1,2.3,2.9,10.2,,1978-79,1979
137.0,Foots Walker,27.0,CLE,PG,55.0,,31.9,3.8,8.1,0.464,2.5,3.2,0.783,1.1,2.5,3.6,5.8,2.4,0.3,2.3,2.8,10.1,,1978-79,1979
138.0,Aaron James,26.0,NOJ,SF,73.0,,19.4,4.3,8.6,0.494,1.4,1.9,0.75,1.3,2.1,3.4,1.1,0.4,0.3,1.5,2.8,10.0,,1978-79,1979
139.0,Lou Hudson,34.0,LAL,SG,78.0,,21.6,4.2,8.2,0.517,1.4,1.6,0.887,0.8,1.0,1.8,1.8,0.7,0.2,1.3,1.7,9.8,,1978-79,1979
140.0,Sidney Wicks,29.0,SDC,PF,79.0,,25.6,3.9,8.6,0.462,1.9,2.9,0.65,2.0,3.1,5.1,1.6,0.9,0.5,2.3,3.5,9.8,,1978-79,1979
141.0,Bob Gross,25.0,POR,SF,53.0,,27.2,3.9,8.4,0.472,1.8,2.2,0.807,2.0,2.7,4.7,3.5,1.3,0.9,2.3,3.0,9.7,,1978-79,1979
142.0,Jim Cleamons,29.0,NYK,PG,79.0,71.0,30.3,3.9,8.3,0.473,1.6,2.2,0.76,0.8,2.0,2.8,4.8,0.9,0.1,1.8,1.9,9.5,,1978-79,1979
143.0,Mark Olberding,22.0,SAS,PF,80.0,,23.6,3.3,6.9,0.474,2.9,3.6,0.803,1.2,4.2,5.4,2.6,0.7,0.2,2.0,3.5,9.4,,1978-79,1979
144.0,Winford Boynes,21.0,NJN,SG,69.0,,17.0,3.7,8.6,0.43,1.9,2.4,0.787,0.9,1.4,2.2,1.1,0.6,0.1,1.7,1.7,9.3,,1978-79,1979
145.0,Caldwell Jones,28.0,PHI,C,78.0,75.0,27.8,3.9,8.2,0.474,1.6,2.1,0.747,2.3,7.3,9.6,1.9,0.5,2.0,2.0,3.9,9.3,,1978-79,1979
146.0,Steve Mix,31.0,PHI,SF,74.0,1.0,17.1,3.6,6.7,0.538,2.2,2.7,0.801,1.5,2.5,4.0,1.6,0.8,0.2,1.4,1.5,9.3,,1978-79,1979
147.0,Larry Wright,24.0,WSB,PG,73.0,,22.7,3.8,8.1,0.469,1.7,2.3,0.744,0.7,1.3,1.9,4.1,0.9,0.2,1.6,2.3,9.3,,1978-79,1979
148.0,Butch Lee,22.0,2TM,PG,82.0,,21.7,3.5,7.7,0.457,2.1,2.8,0.761,0.4,1.1,1.5,3.6,1.0,0.0,1.9,1.8,9.2,,1978-79,1979
149.0,Butch Lee,22.0,ATL,PG,49.0,,20.3,2.9,6.4,0.46,1.8,2.4,0.752,0.2,1.0,1.2,3.4,1.1,0.0,2.0,1.8,7.7,,1978-79,1979
150.0,Butch Lee,22.0,CLE,PG,33.0,,23.7,4.4,9.7,0.455,2.6,3.4,0.77,0.7,1.4,2.0,3.8,0.9,0.0,1.8,1.8,11.5,,1978-79,1979
151.0,Charles Johnson,29.0,WSB,SG,82.0,,22.2,4.2,9.6,0.435,0.8,1.0,0.848,0.9,1.6,2.5,2.2,1.2,0.1,1.1,2.0,9.2,,1978-79,1979
152.0,Ollie Johnson,29.0,CHI,SF,71.0,34.0,24.4,4.0,7.6,0.52,1.2,1.5,0.8,0.8,2.4,3.2,2.3,0.8,0.5,1.6,2.6,9.2,,1978-79,1979
153.0,Ron Lee,26.0,2TM,PG,60.0,,22.4,3.6,8.5,0.43,1.6,2.4,0.695,1.1,1.8,2.8,3.4,1.8,0.1,2.8,3.0,8.9,,1978-79,1979
154.0,Ron Lee,26.0,PHO,PG,43.0,,22.0,4.0,8.9,0.452,1.7,2.4,0.712,1.0,1.7,2.6,3.1,1.6,0.1,2.7,3.2,9.8,,1978-79,1979
155.0,Ron Lee,26.0,NOJ,PG,17.0,,23.4,2.6,7.3,0.363,1.4,2.2,0.649,1.2,2.0,3.2,4.3,2.2,0.1,2.9,2.6,6.7,,1978-79,1979
156.0,Bob Elliott,23.0,NJN,PF,14.0,,20.1,2.9,5.2,0.562,2.9,4.0,0.732,1.1,2.9,4.0,1.6,0.4,0.3,1.9,2.4,8.8,,1978-79,1979
157.0,Jeff Judkins,22.0,BOS,SF,81.0,,18.8,3.6,7.2,0.503,1.5,1.8,0.815,0.9,1.5,2.4,1.8,1.0,0.1,1.3,2.3,8.8,,1978-79,1979
158.0,Maurice Cheeks,22.0,PHI,PG,82.0,82.0,29.4,3.6,7.0,0.51,1.2,1.7,0.721,0.8,2.3,3.1,5.3,2.1,0.1,2.4,2.4,8.4,,1978-79,1979
159.0,Tree Rollins,23.0,ATL,C,81.0,,23.5,3.7,6.9,0.535,1.1,1.7,0.631,2.7,4.6,7.3,0.6,0.6,3.1,1.1,4.0,8.4,,1978-79,1979
160.0,Nate Williams,28.0,GSW,SG,81.0,,16.0,3.5,7.0,0.501,1.3,1.4,0.872,0.8,1.7,2.6,0.8,0.7,0.1,1.1,2.1,8.3,,1978-79,1979
161.0,Marvin Barnes,26.0,BOS,PF,38.0,,20.9,3.5,7.1,0.491,1.1,1.7,0.652,1.5,3.2,4.7,1.4,1.0,1.0,1.8,3.8,8.1,,1978-79,1979
162.0,Mike Bratz,23.0,PHO,PG,77.0,,16.8,3.1,6.9,0.454,1.8,2.2,0.818,0.7,1.1,1.8,2.3,0.8,0.1,1.8,2.0,8.1,,1978-79,1979
163.0,Mark Landsberger,23.0,CHI,PF,80.0,44.0,24.5,3.5,7.3,0.475,1.1,2.4,0.469,3.7,5.6,9.3,0.9,0.3,0.3,1.9,1.6,8.1,,1978-79,1979
164.0,Wilson Washington,23.0,NJN,PF,62.0,,18.4,3.5,7.0,0.502,1.1,1.7,0.635,1.4,3.3,4.7,0.8,0.5,1.1,1.6,3.0,8.1,,1978-79,1979
165.0,Mike Dunleavy,24.0,HOU,SG,74.0,,20.1,2.9,5.7,0.506,2.1,2.5,0.864,0.4,1.4,1.7,4.4,0.8,0.1,1.8,2.3,8.0,,1978-79,1979
166.0,Mike Gale,28.0,SAS,SG,82.0,,25.9,3.5,7.5,0.464,1.1,1.3,0.843,0.5,1.8,2.3,4.6,1.9,0.5,1.9,2.3,8.0,,1978-79,1979
167.0,Joe Meriweather,25.0,2TM,C,77.0,26.0,22.0,3.1,6.5,0.484,1.6,2.4,0.674,1.9,3.5,5.3,1.0,0.5,1.2,1.7,3.7,7.9,,1978-79,1979
168.0,Joe Meriweather,25.0,NOJ,C,36.0,,17.8,2.3,5.2,0.449,1.4,2.2,0.654,1.7,3.4,5.1,0.9,0.5,1.1,1.3,2.9,6.1,,1978-79,1979
169.0,Joe Meriweather,25.0,NYK,C,41.0,26.0,25.7,3.9,7.6,0.505,1.8,2.7,0.688,2.0,3.5,5.5,1.2,0.6,1.3,2.1,4.3,9.5,,1978-79,1979
170.0,Anthony Roberts,23.0,DEN,SF,63.0,,19.6,3.3,7.9,0.424,1.2,1.7,0.691,1.7,2.4,4.1,1.7,0.3,0.0,1.0,2.3,7.9,,1978-79,1979
171.0,Greg Ballard,24.0,WSB,SF,82.0,,18.9,3.2,6.8,0.465,1.5,2.1,0.692,1.7,3.7,5.5,1.4,0.7,0.4,1.2,2.0,7.8,,1978-79,1979
172.0,Tom Burleson,26.0,KCK,C,56.0,,16.6,2.8,6.1,0.459,2.2,3.0,0.716,1.5,3.5,5.0,0.9,0.5,1.0,1.1,3.3,7.8,,1978-79,1979
173.0,Don Buse,28.0,PHO,PG,82.0,82.0,31.0,3.5,7.0,0.495,0.9,1.1,0.769,0.5,2.1,2.6,4.3,1.9,0.2,1.2,1.8,7.8,,1978-79,1979
174.0,Mike Glenn,23.0,NYK,SG,75.0,11.0,15.6,3.5,6.5,0.541,0.8,0.8,0.905,0.4,0.7,1.1,1.8,0.5,0.1,0.9,1.5,7.8,,1978-79,1979
175.0,Billy McKinney,23.0,KCK,PG,78.0,,15.9,3.1,6.1,0.503,1.7,2.1,0.796,0.3,0.8,1.1,3.2,0.7,0.0,1.6,1.6,7.8,,1978-79,1979
176.0,Earl Tatum,25.0,2TM,SG,79.0,,15.6,3.5,7.9,0.447,0.7,0.9,0.732,0.5,1.1,1.6,0.9,1.0,0.4,1.1,2.1,7.7,,1978-79,1979
177.0,Earl Tatum,25.0,BOS,SG,3.0,,12.7,2.7,6.7,0.4,1.3,1.7,0.8,0.3,1.0,1.3,0.3,0.0,0.3,1.0,2.3,6.7,,1978-79,1979
178.0,Earl Tatum,25.0,DET,SG,76.0,,15.7,3.6,8.0,0.448,0.6,0.9,0.727,0.5,1.1,1.6,0.9,1.0,0.4,1.1,2.1,7.8,,1978-79,1979
179.0,T.R. Dunn,23.0,POR,SG,80.0,,22.9,3.1,6.9,0.448,1.5,2.0,0.772,1.8,2.5,4.3,1.3,1.1,0.3,1.2,2.1,7.7,,1978-79,1979
180.0,Jack Givens,22.0,ATL,SF,74.0,,18.2,3.2,7.6,0.415,1.4,1.8,0.756,1.3,1.6,2.9,1.1,1.0,0.2,1.0,1.6,7.7,,1978-79,1979
181.0,Joe Bryant,24.0,PHI,PF,70.0,0.0,15.2,2.9,6.8,0.429,1.8,2.4,0.724,1.4,2.3,3.7,1.5,0.7,0.1,1.6,2.4,7.6,,1978-79,1979
182.0,Mike Green,27.0,SAS,C,76.0,,21.6,3.1,6.3,0.493,1.3,1.9,0.701,1.7,2.9,4.7,1.5,0.5,1.6,1.2,3.0,7.5,,1978-79,1979
183.0,Ron Boone,32.0,LAL,SG,82.0,,19.3,3.2,6.9,0.455,1.1,1.3,0.865,0.6,1.1,1.8,1.9,0.8,0.1,1.8,2.1,7.4,,1978-79,1979
184.0,Kenny Carr,23.0,LAL,PF,72.0,,16.0,3.1,6.3,0.5,1.2,1.9,0.606,1.0,3.1,4.1,0.8,0.5,0.4,1.6,2.1,7.4,,1978-79,1979
185.0,Connie Norman,25.0,SDC,SG,22.0,,14.7,3.2,7.5,0.43,0.9,1.0,0.826,0.6,0.9,1.5,1.1,0.5,0.1,1.0,1.6,7.3,,1978-79,1979
186.0,Quinn Buckner,24.0,MIL,PG,81.0,,21.7,3.1,6.8,0.454,1.0,1.5,0.632,0.7,1.9,2.6,5.8,1.9,0.2,2.6,2.8,7.2,,1978-79,1979
187.0,Larry Steele,29.0,POR,SG,72.0,,20.7,2.8,6.7,0.42,1.6,1.9,0.824,0.8,1.6,2.4,2.0,1.0,0.1,1.3,2.9,7.2,,1978-79,1979
188.0,John Gianelli,28.0,MIL,C,82.0,,25.1,3.1,6.4,0.486,0.9,1.2,0.706,1.5,3.5,5.0,2.0,0.5,0.7,1.3,2.4,7.1,,1978-79,1979
189.0,Kevin Restani,27.0,MIL,PF,81.0,,19.7,3.2,6.5,0.495,0.6,0.9,0.699,1.7,3.0,4.8,1.5,0.4,0.3,1.2,1.9,7.1,,1978-79,1979
190.0,Darnell Hillman,29.0,KCK,PF,78.0,,20.7,2.7,5.5,0.493,1.6,2.9,0.558,1.8,3.8,5.5,1.2,0.6,0.8,1.7,3.7,7.0,,1978-79,1979
191.0,Tom McMillen,26.0,ATL,C,82.0,,17.0,2.8,6.1,0.466,1.3,1.5,0.891,1.6,2.5,4.0,0.8,0.2,0.4,1.1,2.6,7.0,,1978-79,1979
192.0,Clifford Ray,30.0,GSW,C,82.0,,23.4,2.8,5.4,0.526,1.3,2.3,0.558,2.6,4.8,7.4,1.7,0.6,0.6,1.9,3.2,6.9,,1978-79,1979
193.0,Marlon Redmond,23.0,2TM,SG,53.0,0.0,14.3,3.1,7.3,0.421,0.6,0.9,0.62,1.1,1.0,2.1,1.1,0.5,0.3,1.1,1.8,6.7,,1978-79,1979
194.0,Marlon Redmond,23.0,KCK,SG,49.0,,15.0,3.3,7.7,0.432,0.6,1.0,0.62,1.2,1.0,2.2,1.2,0.6,0.3,1.1,1.9,7.2,,1978-79,1979
195.0,Marlon Redmond,23.0,PHI,SG,4.0,0.0,5.8,0.3,3.0,0.083,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.8,0.5,,1978-79,1979
196.0,Don Ford,26.0,LAL,PF,79.0,,19.5,2.9,5.7,0.507,0.9,1.1,0.809,1.1,2.3,3.4,1.3,0.6,0.3,1.2,2.2,6.7,,1978-79,1979
197.0,James Hardy,22.0,NOJ,SF,68.0,,21.4,2.9,6.3,0.46,0.9,1.3,0.693,1.8,2.8,4.6,1.0,0.8,0.9,1.4,2.0,6.7,,1978-79,1979
198.0,Ben Poquette,23.0,DET,PF,76.0,,17.6,2.6,6.1,0.427,1.5,1.9,0.782,1.3,3.1,4.4,0.8,0.5,1.3,0.9,2.6,6.7,,1978-79,1979
199.0,Curtis Rowe,29.0,BOS,PF,53.0,,23.1,2.8,6.5,0.436,1.0,1.4,0.693,1.5,3.1,4.6,1.3,0.3,0.2,1.7,2.0,6.7,,1978-79,1979
200.0,Alvin Scott,23.0,PHO,SF,81.0,,21.4,2.6,4.9,0.535,1.5,2.1,0.714,1.3,3.2,4.4,1.6,1.0,0.8,1.2,1.7,6.7,,1978-79,1979
201.0,Jan van Breda Kolff,27.0,NJN,SF,80.0,,25.0,2.5,5.3,0.463,1.8,2.3,0.798,1.4,3.4,4.8,2.3,1.1,0.9,1.7,2.9,6.7,,1978-79,1979
202.0,Rickey Green,24.0,DET,PG,27.0,,16.0,2.5,6.6,0.379,1.7,2.5,0.672,0.6,0.9,1.5,2.3,0.9,0.0,1.6,1.4,6.6,,1978-79,1979
203.0,George Johnson,30.0,NJN,C,78.0,,26.4,2.6,6.2,0.427,1.3,1.8,0.761,2.6,5.3,7.9,1.1,0.9,3.2,2.3,4.0,6.6,,1978-79,1979
204.0,Wally Walker,24.0,SEA,SF,60.0,,16.2,2.8,5.7,0.49,1.0,1.6,0.604,1.1,1.9,3.0,1.2,0.2,0.4,1.1,2.1,6.6,,1978-79,1979
205.0,Coby Dietrick,30.0,SAS,C,76.0,,19.6,2.8,5.3,0.523,1.0,1.3,0.798,1.2,3.0,4.1,2.6,0.9,0.5,1.2,2.7,6.5,,1978-79,1979
206.0,Kevin Kunnert,27.0,SDC,C,81.0,,20.8,2.9,6.2,0.467,0.7,1.0,0.659,2.5,4.5,7.0,1.4,0.6,1.5,1.7,3.8,6.5,,1978-79,1979
207.0,Michael Ray Richardson,23.0,NYK,PG,72.0,5.0,16.9,2.8,6.7,0.414,1.0,1.8,0.539,1.1,2.2,3.2,3.0,1.4,0.3,2.0,2.6,6.5,,1978-79,1979
208.0,Elmore Smith,29.0,CLE,C,24.0,,13.8,2.9,5.4,0.531,0.8,1.1,0.692,1.9,2.5,4.4,0.5,0.3,0.7,1.8,2.5,6.5,,1978-79,1979
209.0,Allan Bristow,27.0,SAS,SF,74.0,,17.9,2.4,4.8,0.492,1.7,2.0,0.832,1.1,2.3,3.3,3.1,0.8,0.2,1.5,2.1,6.4,,1978-79,1979
210.0,Bob Nash,28.0,KCK,SF,82.0,,15.9,2.8,6.4,0.435,0.8,1.0,0.802,0.9,1.6,2.5,0.9,0.4,0.2,1.0,1.6,6.4,,1978-79,1979
211.0,Robert Smith,23.0,DEN,PG,82.0,,18.0,2.2,5.3,0.422,1.9,2.2,0.883,0.5,1.3,1.8,2.5,0.7,0.2,1.2,2.0,6.4,,1978-79,1979
212.0,Gar Heard,30.0,PHO,PF,63.0,,19.3,2.6,5.8,0.441,1.1,1.6,0.689,1.6,4.0,5.6,1.0,0.8,0.9,1.0,2.2,6.3,,1978-79,1979
213.0,Phil Jackson,33.0,NJN,PF,59.0,,18.1,2.4,5.1,0.475,1.5,1.8,0.819,1.0,2.0,3.0,1.4,0.8,0.4,1.3,2.8,6.3,,1978-79,1979
214.0,Al Skinner,26.0,2TM,SG,45.0,0.0,14.3,2.0,4.8,0.425,2.2,2.5,0.868,0.6,1.3,1.9,2.0,0.9,0.1,1.6,2.5,6.2,,1978-79,1979
215.0,Al Skinner,26.0,NJN,SG,23.0,,14.5,2.4,5.4,0.44,3.1,3.6,0.878,0.5,1.3,1.8,2.1,1.0,0.1,1.7,2.3,7.9,,1978-79,1979
216.0,Al Skinner,26.0,PHI,SG,22.0,0.0,14.0,1.6,4.0,0.404,1.2,1.5,0.844,0.7,1.3,2.0,1.8,0.8,0.0,1.5,2.8,4.5,,1978-79,1979
217.0,George Johnson,22.0,MIL,PF,67.0,,17.3,2.5,5.1,0.482,1.3,1.7,0.718,1.6,3.8,5.4,1.2,1.1,0.7,1.5,2.8,6.2,,1978-79,1979
218.0,Ralph Simpson,29.0,2TM,SG,69.0,0.0,14.2,2.5,6.3,0.402,1.1,1.6,0.685,0.5,0.9,1.4,1.8,0.5,0.1,1.4,0.8,6.1,,1978-79,1979
219.0,Ralph Simpson,29.0,PHI,SG,37.0,0.0,12.2,2.4,5.3,0.444,0.8,1.1,0.7,0.4,0.5,0.9,1.6,0.7,0.0,1.3,0.7,5.5,,1978-79,1979
220.0,Ralph Simpson,29.0,NJN,SG,32.0,,16.5,2.7,7.4,0.367,1.5,2.2,0.676,0.6,1.3,1.9,2.1,0.4,0.1,1.7,0.9,6.9,,1978-79,1979
221.0,Marty Byrnes,22.0,2TM,SF,79.0,,16.0,2.4,4.9,0.481,1.3,1.9,0.688,1.1,1.3,2.4,1.3,0.3,0.1,1.5,1.4,6.1,,1978-79,1979
222.0,Marty Byrnes,22.0,PHO,SF,43.0,,17.1,2.5,5.2,0.489,1.7,2.3,0.73,1.1,1.1,2.3,1.4,0.3,0.0,1.8,1.6,6.8,,1978-79,1979
223.0,Marty Byrnes,22.0,NOJ,SF,36.0,,14.7,2.2,4.6,0.47,0.9,1.5,0.611,1.1,1.5,2.6,1.2,0.3,0.2,1.1,1.2,5.3,,1978-79,1979
224.0,Earl Williams,27.0,BOS,C,20.0,,13.7,2.7,6.2,0.439,0.7,1.2,0.583,2.1,3.2,5.3,0.6,0.6,0.5,1.0,2.1,6.1,,1978-79,1979
225.0,Tom Abernethy,24.0,GSW,PF,70.0,,17.4,2.5,4.9,0.515,1.0,1.3,0.745,1.1,2.0,3.1,1.1,0.6,0.2,0.5,1.9,6.0,,1978-79,1979
226.0,Don Chaney,32.0,BOS,SG,65.0,,16.5,2.7,6.4,0.42,0.6,0.6,0.857,1.0,1.2,2.2,1.2,1.1,0.2,1.0,2.6,5.9,,1978-79,1979
227.0,Joel Kramer,23.0,PHO,PF,82.0,,17.1,2.2,4.5,0.489,1.5,2.1,0.71,1.6,2.5,4.1,1.1,0.5,0.3,1.2,2.7,5.9,,1978-79,1979
228.0,Phil Chenier,28.0,WSB,SG,27.0,,14.3,2.6,5.9,0.437,0.7,1.0,0.643,0.1,0.6,0.7,1.1,0.1,0.2,1.1,1.0,5.8,,1978-79,1979
229.0,Frankie Sanders,22.0,2TM,SF,46.0,,10.4,2.3,5.3,0.427,1.2,1.5,0.794,0.8,1.6,2.4,1.1,0.5,0.1,1.2,1.5,5.7,,1978-79,1979
230.0,Frankie Sanders,22.0,SAS,SF,22.0,,12.0,2.3,5.8,0.394,1.5,1.9,0.78,0.6,2.1,2.7,1.6,0.6,0.1,1.5,2.0,6.0,,1978-79,1979
231.0,Frankie Sanders,22.0,BOS,SF,24.0,,9.0,2.3,5.0,0.462,0.9,1.1,0.815,0.9,1.2,2.1,0.7,0.3,0.1,1.0,1.0,5.5,,1978-79,1979
232.0,Dwight Jones,26.0,HOU,C,81.0,,15.0,2.2,4.9,0.458,1.2,1.6,0.727,1.4,2.7,4.0,0.7,0.4,0.3,1.3,2.5,5.7,,1978-79,1979
233.0,Paul Silas,35.0,SEA,PF,82.0,,23.9,2.1,4.9,0.423,1.4,2.4,0.598,3.2,3.9,7.0,1.4,0.4,0.2,1.2,2.2,5.6,,1978-79,1979
234.0,Charlie Criss,30.0,ATL,PG,54.0,,16.3,2.0,5.4,0.377,1.2,1.6,0.779,0.4,0.8,1.1,2.6,0.8,0.1,1.5,1.3,5.3,,1978-79,1979
235.0,Jim Price,29.0,LAL,PG,75.0,,16.1,2.3,4.6,0.497,0.7,1.1,0.696,0.3,1.3,1.6,2.9,0.9,0.2,1.3,1.7,5.3,,1978-79,1979
236.0,Lucius Allen,31.0,KCK,PG,31.0,,13.3,2.2,5.6,0.397,0.6,1.1,0.576,0.5,1.0,1.5,1.4,0.7,0.2,1.0,1.7,5.1,,1978-79,1979
237.0,Lars Hansen,24.0,SEA,C,15.0,,13.7,1.9,3.8,0.509,1.2,2.1,0.581,1.5,2.5,3.9,0.9,0.1,0.1,0.6,1.9,5.1,,1978-79,1979
238.0,John Brown,27.0,CHI,SF,77.0,4.0,16.4,2.0,4.1,0.479,1.1,1.3,0.857,1.1,2.0,3.1,1.4,0.2,0.1,1.2,2.3,5.0,,1978-79,1979
239.0,Glen Gondrezick,23.0,NYK,SF,75.0,40.0,21.4,2.1,4.3,0.494,0.7,1.3,0.567,2.0,3.7,5.7,1.4,1.3,0.2,1.3,3.0,5.0,,1978-79,1979
240.0,Kenny Higgs,24.0,CLE,PG,68.0,,15.4,1.9,4.1,0.455,1.3,1.6,0.766,0.3,1.2,1.5,2.1,1.0,0.2,0.7,2.6,5.0,,1978-79,1979
241.0,Lloyd Walton,25.0,MIL,PG,75.0,,18.4,2.1,4.4,0.48,0.8,1.2,0.678,0.5,0.9,1.4,4.7,1.0,0.1,1.6,1.4,5.0,,1978-79,1979
242.0,Dave Robisch,29.0,LAL,C,80.0,,15.2,1.9,4.2,0.446,1.1,1.4,0.748,1.0,2.5,3.6,1.2,0.3,0.3,0.7,1.4,4.8,,1978-79,1979
243.0,Corky Calhoun,28.0,IND,SF,81.0,,16.4,1.9,4.1,0.457,0.9,1.1,0.837,0.8,2.1,2.9,1.3,0.5,0.2,0.7,2.3,4.7,,1978-79,1979
244.0,Wesley Cox,24.0,GSW,SF,31.0,,11.6,1.7,4.0,0.431,1.3,3.0,0.435,0.6,1.5,2.0,0.4,0.4,0.2,1.4,2.2,4.7,,1978-79,1979
245.0,John Lambert,26.0,CLE,PF,70.0,,14.7,2.1,4.7,0.45,0.5,0.8,0.636,1.7,2.5,4.1,0.6,0.4,0.4,0.9,2.3,4.7,,1978-79,1979
246.0,Raymond Townsend,23.0,GSW,SG,65.0,,11.9,2.0,4.4,0.439,0.8,1.0,0.735,0.2,0.7,0.8,1.4,0.4,0.1,0.8,1.1,4.7,,1978-79,1979
247.0,Harvey Catchings,27.0,2TM,C,57.0,4.0,16.6,1.8,4.3,0.42,1.1,1.4,0.769,1.8,3.5,5.3,0.8,0.4,1.6,1.5,2.3,4.6,,1978-79,1979
248.0,Harvey Catchings,27.0,PHI,C,25.0,4.0,11.6,1.1,2.7,0.412,0.5,0.7,0.765,1.2,2.7,3.9,0.7,0.3,1.4,1.5,1.7,2.8,,1978-79,1979
249.0,Harvey Catchings,27.0,NJN,C,32.0,,20.6,2.3,5.5,0.423,1.5,1.9,0.77,2.2,4.2,6.4,0.9,0.5,1.8,1.6,2.8,6.1,,1978-79,1979
250.0,Wayne Cooper,22.0,GSW,C,65.0,,12.2,2.0,4.5,0.437,0.6,0.9,0.672,1.4,2.9,4.3,0.3,0.1,0.7,0.8,1.8,4.6,,1978-79,1979
251.0,Ted McClain,32.0,PHO,SG,36.0,,12.9,1.7,3.7,0.47,1.2,1.3,0.913,0.7,1.2,1.9,1.7,0.5,0.0,1.5,1.4,4.6,,1978-79,1979
252.0,Ira Terrell,24.0,2TM,SF,49.0,,14.9,1.9,4.0,0.47,0.7,1.1,0.66,0.9,2.1,3.0,0.8,0.4,0.6,1.1,2.0,4.5,,1978-79,1979
253.0,Ira Terrell,24.0,NOJ,SF,31.0,,18.5,2.0,4.6,0.438,0.9,1.2,0.711,1.1,2.4,3.5,0.8,0.5,0.7,1.2,2.4,4.9,,1978-79,1979
254.0,Ira Terrell,24.0,POR,SF,18.0,,8.9,1.7,3.0,0.556,0.4,0.8,0.533,0.6,1.5,2.1,0.8,0.4,0.3,0.9,1.5,3.8,,1978-79,1979
255.0,Bubbles Hawkins,24.0,DET,SG,4.0,,7.0,1.5,4.0,0.375,1.5,1.5,1.0,0.8,0.8,1.5,1.0,1.3,0.0,0.5,1.8,4.5,,1978-79,1979
256.0,Willie Smith,25.0,POR,PG,13.0,,10.1,1.8,3.4,0.523,0.9,1.3,0.706,0.5,0.5,1.0,1.3,0.8,0.1,1.1,1.5,4.5,,1978-79,1979
257.0,Ron Behagen,28.0,3TM,PF,15.0,5.0,11.0,1.9,4.1,0.452,0.7,0.9,0.769,0.9,1.9,2.8,0.5,0.3,0.1,0.7,2.4,4.4,,1978-79,1979
258.0,Ron Behagen,28.0,DET,PF,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1978-79,1979
259.0,Ron Behagen,28.0,NYK,PF,5.0,5.0,7.6,1.0,2.4,0.417,0.4,0.4,1.0,0.4,1.8,2.2,0.4,0.4,0.0,0.8,1.6,2.4,,1978-79,1979
260.0,Ron Behagen,28.0,KCK,PF,9.0,,14.0,2.6,5.6,0.46,0.9,1.2,0.727,1.2,2.2,3.4,0.6,0.2,0.1,0.7,3.0,6.0,,1978-79,1979
261.0,Kevin Stacom,27.0,2TM,SG,68.0,,12.2,1.9,5.0,0.374,0.6,0.9,0.733,0.4,0.8,1.3,1.6,0.4,0.0,1.2,0.7,4.4,,1978-79,1979
262.0,Kevin Stacom,27.0,IND,SG,44.0,,13.0,1.7,4.8,0.364,0.7,0.9,0.756,0.5,0.9,1.4,1.8,0.3,0.0,1.2,0.7,4.2,,1978-79,1979
263.0,Kevin Stacom,27.0,BOS,SG,24.0,,10.8,2.2,5.5,0.391,0.5,0.8,0.684,0.4,0.6,1.0,1.5,0.6,0.0,1.1,0.8,4.9,,1978-79,1979
264.0,Tom Barker,23.0,3TM,C,39.0,,12.2,1.7,4.0,0.436,0.7,0.9,0.73,1.2,1.9,3.1,0.4,0.3,0.3,0.9,1.9,4.2,,1978-79,1979
265.0,Tom Barker,23.0,HOU,C,5.0,,3.2,0.6,1.2,0.5,0.4,0.4,1.0,0.4,0.8,1.2,0.0,0.0,0.0,0.2,1.0,1.6,,1978-79,1979
266.0,Tom Barker,23.0,BOS,C,12.0,,10.9,1.8,4.0,0.438,0.9,1.3,0.733,1.0,1.5,2.5,0.5,0.3,0.3,1.1,2.2,4.4,,1978-79,1979
267.0,Tom Barker,23.0,NYK,C,22.0,,15.0,2.0,4.6,0.431,0.6,0.9,0.7,1.4,2.4,3.8,0.4,0.3,0.3,0.9,2.0,4.6,,1978-79,1979
268.0,Otis Howard,22.0,2TM,PF,14.0,,8.1,1.7,4.0,0.429,0.8,1.6,0.478,1.3,1.6,2.9,0.4,0.1,0.1,0.5,1.7,4.2,,1978-79,1979
269.0,Otis Howard,22.0,MIL,PF,3.0,,7.3,1.7,3.7,0.455,0.0,0.0,,1.7,0.7,2.3,0.3,0.0,0.0,0.7,2.7,3.3,,1978-79,1979
270.0,Otis Howard,22.0,DET,PF,11.0,,8.3,1.7,4.1,0.422,1.0,2.1,0.478,1.2,1.9,3.1,0.4,0.2,0.2,0.5,1.5,4.5,,1978-79,1979
271.0,Len Elmore,26.0,IND,C,80.0,,15.8,1.7,4.3,0.406,0.7,1.0,0.718,1.4,3.6,5.0,0.9,0.8,1.0,0.9,2.3,4.2,,1978-79,1979
